CMDLINE python2 19-Quick-Implement-for-difference-distance.py
MEM 247.792969 1514433668.9907
MEM 247.792969 1514433669.0959
MEM 247.792969 1514433669.2010
MEM 247.792969 1514433669.3062
MEM 247.792969 1514433669.4114
MEM 247.796875 1514433669.5144
MEM 247.796875 1514433669.6196
MEM 247.796875 1514433669.7200
MEM 247.796875 1514433669.8207
MEM 247.796875 1514433669.9259
MEM 247.796875 1514433670.0307
MEM 247.800781 1514433670.1359
MEM 247.800781 1514433670.2387
MEM 247.800781 1514433670.3390
MEM 247.800781 1514433670.4392
MEM 247.804688 1514433670.5444
MEM 247.804688 1514433670.6495
MEM 247.804688 1514433670.7512
MEM 247.808594 1514433670.8564
MEM 247.808594 1514433670.9615
MEM 247.808594 1514433671.0617
MEM 247.812500 1514433671.1650
MEM 247.812500 1514433671.2702
MEM 247.812500 1514433671.3747
MEM 247.816406 1514433671.4759
MEM 247.816406 1514433671.5787
MEM 247.816406 1514433671.6798
MEM 247.816406 1514433671.7807
MEM 247.816406 1514433671.8826
MEM 247.816406 1514433671.9852
MEM 247.816406 1514433672.0863
MEM 247.820312 1514433672.1914
MEM 247.820312 1514433672.2965
MEM 247.820312 1514433672.4017
MEM 247.820312 1514433672.5028
MEM 247.820312 1514433672.6079
MEM 247.820312 1514433672.7130
MEM 247.824219 1514433672.8142
MEM 247.828125 1514433672.9194
MEM 247.828125 1514433673.0245
MEM 247.828125 1514433673.1297
MEM 247.828125 1514433673.2307
MEM 247.828125 1514433673.3332
MEM 247.832031 1514433673.4383
MEM 247.835938 1514433673.5394
MEM 247.835938 1514433673.6442
MEM 247.835938 1514433673.7493
MEM 247.835938 1514433673.8543
MEM 247.835938 1514433673.9558
MEM 247.839844 1514433674.0608
MEM 247.839844 1514433674.1660
MEM 247.839844 1514433674.2699
MEM 247.839844 1514433674.3741
MEM 247.839844 1514433674.4791
MEM 247.839844 1514433674.5808
MEM 247.839844 1514433674.6858
MEM 247.843750 1514433674.7908
MEM 247.843750 1514433674.8960
MEM 247.843750 1514433674.9983
MEM 247.843750 1514433675.0985
MEM 247.847656 1514433675.2035
MEM 247.847656 1514433675.3087
MEM 247.851562 1514433675.4112
MEM 247.851562 1514433675.5143
MEM 247.851562 1514433675.6194
MEM 247.851562 1514433675.7195
MEM 247.851562 1514433675.8221
MEM 247.851562 1514433675.9273
MEM 247.855469 1514433676.0314
MEM 247.855469 1514433676.1366
MEM 247.855469 1514433676.2397
MEM 247.855469 1514433676.3447
MEM 247.859375 1514433676.4497
MEM 247.859375 1514433676.5549
MEM 247.859375 1514433676.6601
MEM 247.863281 1514433676.7650
MEM 247.863281 1514433676.8702
MEM 247.863281 1514433676.9751
MEM 247.863281 1514433677.0769
MEM 247.863281 1514433677.1809
MEM 247.863281 1514433677.2811
MEM 247.867188 1514433677.3821
MEM 247.867188 1514433677.4841
MEM 247.867188 1514433677.5860
MEM 247.867188 1514433677.6879
MEM 247.867188 1514433677.7907
MEM 247.867188 1514433677.8918
MEM 247.875000 1514433677.9936
MEM 247.875000 1514433678.0953
MEM 247.875000 1514433678.2002
MEM 247.875000 1514433678.3053
MEM 247.875000 1514433678.4091
MEM 247.875000 1514433678.5142
MEM 247.875000 1514433678.6148
MEM 247.878906 1514433678.7199
MEM 247.878906 1514433678.8222
MEM 247.878906 1514433678.9272
MEM 247.878906 1514433679.0323
MEM 247.878906 1514433679.1361
MEM 247.882812 1514433679.2392
MEM 247.886719 1514433679.3442
MEM 247.890625 1514433679.4493
MEM 247.890625 1514433679.5544
MEM 247.894531 1514433679.6555
MEM 247.906250 1514433679.7607
MEM 247.906250 1514433679.8644
MEM 247.910156 1514433679.9696
MEM 247.910156 1514433680.0746
MEM 247.910156 1514433680.1798
MEM 247.914062 1514433680.2848
MEM 247.914062 1514433680.3899
MEM 247.914062 1514433680.4944
MEM 247.914062 1514433680.5994
MEM 247.917969 1514433680.7006
MEM 247.917969 1514433680.8024
MEM 247.917969 1514433680.9044
MEM 247.917969 1514433681.0059
MEM 247.917969 1514433681.1111
MEM 247.917969 1514433681.2145
MEM 247.921875 1514433681.3196
MEM 247.921875 1514433681.4200
MEM 247.921875 1514433681.5251
MEM 247.925781 1514433681.6302
MEM 247.925781 1514433681.7310
MEM 247.925781 1514433681.8321
MEM 247.929688 1514433681.9348
MEM 247.929688 1514433682.0381
MEM 247.929688 1514433682.1392
MEM 247.929688 1514433682.2444
MEM 247.933594 1514433682.3495
MEM 247.933594 1514433682.4547
MEM 247.933594 1514433682.5597
MEM 247.937500 1514433682.6645
MEM 247.937500 1514433682.7697
MEM 247.937500 1514433682.8747
MEM 247.937500 1514433682.9799
MEM 247.937500 1514433683.0848
MEM 247.937500 1514433683.1867
MEM 247.941406 1514433683.2886
MEM 247.941406 1514433683.3908
MEM 247.941406 1514433683.4927
MEM 247.941406 1514433683.5976
MEM 247.941406 1514433683.7027
MEM 247.941406 1514433683.8077
MEM 247.945312 1514433683.9101
MEM 247.945312 1514433684.0145
MEM 247.949219 1514433684.1197
MEM 247.949219 1514433684.2229
MEM 247.949219 1514433684.3281
MEM 247.949219 1514433684.4331
MEM 247.949219 1514433684.5374
MEM 247.953125 1514433684.6377
MEM 247.953125 1514433684.7383
MEM 247.953125 1514433684.8415
MEM 247.953125 1514433684.9451
MEM 247.953125 1514433685.0480
MEM 247.957031 1514433685.1530
MEM 247.957031 1514433685.2534
MEM 247.968750 1514433685.3562
MEM 247.972656 1514433685.4580
MEM 247.972656 1514433685.5632
MEM 247.972656 1514433685.6646
MEM 247.972656 1514433685.7698
MEM 247.972656 1514433685.8726
MEM 247.972656 1514433685.9728
MEM 247.980469 1514433686.0756
MEM 247.980469 1514433686.1808
MEM 247.980469 1514433686.2812
MEM 247.984375 1514433686.3841
MEM 247.984375 1514433686.4892
MEM 247.984375 1514433686.5920
MEM 247.984375 1514433686.6971
MEM 247.988281 1514433686.8023
MEM 247.988281 1514433686.9070
MEM 247.988281 1514433687.0121
MEM 247.988281 1514433687.1131
MEM 247.988281 1514433687.2147
MEM 247.988281 1514433687.3198
MEM 247.992188 1514433687.4224
MEM 247.992188 1514433687.5276
MEM 247.996094 1514433687.6317
MEM 247.996094 1514433687.7368
MEM 247.996094 1514433687.8393
MEM 247.996094 1514433687.9445
MEM 248.000000 1514433688.0453
MEM 248.000000 1514433688.1505
MEM 248.000000 1514433688.2557
MEM 248.000000 1514433688.3609
MEM 248.003906 1514433688.4619
MEM 248.007812 1514433688.5670
MEM 248.007812 1514433688.6722
MEM 248.011719 1514433688.7774
MEM 248.011719 1514433688.8825
MEM 248.011719 1514433688.9877
MEM 248.011719 1514433689.0889
MEM 248.011719 1514433689.1940
MEM 247.640625 1514433689.2992
MEM 247.644531 1514433689.4030
MEM 247.644531 1514433689.5082
MEM 247.652344 1514433689.6137
MEM 247.652344 1514433689.7188
MEM 247.652344 1514433689.8240
MEM 247.652344 1514433689.9292
MEM 247.656250 1514433690.0337
MEM 247.656250 1514433690.1388
MEM 247.660156 1514433690.2398
MEM 247.660156 1514433690.3404
MEM 247.660156 1514433690.4456
MEM 247.660156 1514433690.5508
MEM 247.664062 1514433690.6516
MEM 247.656250 1514433690.7568
MEM 247.656250 1514433690.8620
MEM 247.656250 1514433690.9648
MEM 247.664062 1514433691.0699
MEM 247.664062 1514433691.1737
MEM 247.664062 1514433691.2776
MEM 247.671875 1514433691.3813
MEM 247.671875 1514433691.4865
MEM 247.671875 1514433691.5916
MEM 247.675781 1514433691.6968
MEM 247.675781 1514433691.8008
MEM 247.675781 1514433691.9019
MEM 247.679688 1514433692.0071
MEM 247.679688 1514433692.1122
MEM 247.687500 1514433692.2174
MEM 247.687500 1514433692.3225
MEM 247.687500 1514433692.4236
MEM 247.687500 1514433692.5287
MEM 247.691406 1514433692.6313
MEM 247.695312 1514433692.7365
MEM 247.695312 1514433692.8395
MEM 247.695312 1514433692.9447
MEM 247.695312 1514433693.0495
MEM 247.695312 1514433693.1546
MEM 247.703125 1514433693.2552
MEM 247.707031 1514433693.3604
MEM 247.707031 1514433693.4648
MEM 247.707031 1514433693.5651
MEM 247.710938 1514433693.6674
MEM 247.710938 1514433693.7725
MEM 247.710938 1514433693.8750
MEM 247.714844 1514433693.9766
MEM 247.714844 1514433694.0814
MEM 247.722656 1514433694.1865
MEM 247.722656 1514433694.2917
MEM 247.695312 1514433694.3969
MEM 247.695312 1514433694.5020
MEM 247.699219 1514433694.6072
MEM 247.703125 1514433694.7123
MEM 247.703125 1514433694.8150
MEM 247.703125 1514433694.9167
MEM 247.710938 1514433695.0171
MEM 247.710938 1514433695.1223
MEM 247.710938 1514433695.2236
MEM 247.718750 1514433695.3287
MEM 247.718750 1514433695.4314
MEM 247.718750 1514433695.5366
MEM 247.718750 1514433695.6384
MEM 247.726562 1514433695.7419
MEM 247.726562 1514433695.8471
MEM 247.726562 1514433695.9523
MEM 247.730469 1514433696.0566
MEM 247.734375 1514433696.1617
MEM 247.734375 1514433696.2669
MEM 247.734375 1514433696.3721
MEM 247.734375 1514433696.4772
MEM 247.742188 1514433696.5824
MEM 247.746094 1514433696.6875
MEM 247.746094 1514433696.7927
MEM 247.746094 1514433696.8968
MEM 247.746094 1514433696.9977
MEM 247.750000 1514433697.1029
MEM 247.750000 1514433697.2068
MEM 247.753906 1514433697.3107
MEM 247.757812 1514433697.4150
MEM 247.765625 1514433697.5152
MEM 247.765625 1514433697.6206
MEM 247.765625 1514433697.7258
MEM 247.765625 1514433697.8309
MEM 247.769531 1514433697.9315
MEM 247.773438 1514433698.0367
MEM 247.773438 1514433698.1418
MEM 247.773438 1514433698.2470
MEM 247.781250 1514433698.3521
MEM 247.781250 1514433698.4539
MEM 247.781250 1514433698.5542
MEM 247.785156 1514433698.6593
MEM 247.785156 1514433698.7599
MEM 247.300781 1514433698.8650
MEM 247.304688 1514433698.9668
MEM 247.304688 1514433699.0720
MEM 247.304688 1514433699.1772
MEM 247.308594 1514433699.2807
MEM 247.312500 1514433699.3816
MEM 247.312500 1514433699.4867
MEM 247.312500 1514433699.5919
MEM 247.312500 1514433699.6971
MEM 247.316406 1514433699.8022
MEM 247.316406 1514433699.9074
MEM 247.320312 1514433700.0125
MEM 247.320312 1514433700.1151
MEM 247.324219 1514433700.2183
MEM 247.328125 1514433700.3235
MEM 247.328125 1514433700.4286
MEM 247.328125 1514433700.5338
MEM 247.335938 1514433700.6390
MEM 247.335938 1514433700.7441
MEM 247.335938 1514433700.8493
MEM 247.335938 1514433700.9529
MEM 247.339844 1514433701.0581
MEM 247.339844 1514433701.1583
MEM 247.343750 1514433701.2608
MEM 247.347656 1514433701.3659
MEM 247.347656 1514433701.4711
MEM 247.347656 1514433701.5763
MEM 247.351562 1514433701.6814
MEM 247.351562 1514433701.7816
MEM 247.351562 1514433701.8866
MEM 247.359375 1514433701.9897
MEM 247.359375 1514433702.0948
MEM 247.359375 1514433702.2000
MEM 247.359375 1514433702.3052
MEM 247.363281 1514433702.4088
MEM 247.363281 1514433702.5140
MEM 247.367188 1514433702.6186
MEM 247.367188 1514433702.7238
MEM 247.371094 1514433702.8289
MEM 247.371094 1514433702.9317
MEM 247.371094 1514433703.0369
MEM 247.371094 1514433703.1399
MEM 247.378906 1514433703.2451
MEM 247.382812 1514433703.3503
MEM 247.382812 1514433703.4554
MEM 247.386719 1514433703.5605
MEM 247.386719 1514433703.6652
MEM 247.386719 1514433703.7703
MEM 247.386719 1514433703.8755
MEM 247.410156 1514433703.9767
MEM 247.410156 1514433704.0817
MEM 247.410156 1514433704.1868
MEM 247.414062 1514433704.2894
MEM 247.414062 1514433704.3923
MEM 247.414062 1514433704.4971
MEM 247.421875 1514433704.6022
MEM 247.421875 1514433704.7075
MEM 247.421875 1514433704.8126
MEM 247.425781 1514433704.9178
MEM 247.425781 1514433705.0184
MEM 247.425781 1514433705.1236
MEM 247.433594 1514433705.2287
MEM 247.433594 1514433705.3309
MEM 247.433594 1514433705.4317
MEM 247.437500 1514433705.5369
MEM 247.437500 1514433705.6401
MEM 247.437500 1514433705.7403
MEM 247.437500 1514433705.8405
MEM 247.441406 1514433705.9454
MEM 247.445312 1514433706.0505
MEM 247.445312 1514433706.1557
MEM 247.449219 1514433706.2608
MEM 247.449219 1514433706.3652
MEM 247.449219 1514433706.4704
MEM 247.457031 1514433706.5755
MEM 247.457031 1514433706.6805
MEM 247.457031 1514433706.7857
MEM 247.457031 1514433706.8870
MEM 247.457031 1514433706.9872
MEM 247.457031 1514433707.0924
MEM 247.464844 1514433707.1975
MEM 247.464844 1514433707.3005
MEM 247.464844 1514433707.4056
MEM 247.468750 1514433707.5108
MEM 247.468750 1514433707.6158
MEM 247.468750 1514433707.7162
MEM 247.472656 1514433707.8214
MEM 247.476562 1514433707.9266
MEM 247.476562 1514433708.0272
MEM 247.476562 1514433708.1324
MEM 247.480469 1514433708.2353
MEM 247.480469 1514433708.3406
MEM 247.480469 1514433708.4457
MEM 247.484375 1514433708.5509
MEM 247.488281 1514433708.6560
MEM 247.488281 1514433708.7612
MEM 247.488281 1514433708.8664
MEM 247.492188 1514433708.9715
MEM 247.492188 1514433709.0767
MEM 247.496094 1514433709.1789
MEM 247.500000 1514433709.2810
MEM 247.503906 1514433709.3818
MEM 247.503906 1514433709.4870
MEM 247.503906 1514433709.5921
MEM 247.507812 1514433709.6928
MEM 247.507812 1514433709.7935
MEM 247.511719 1514433709.8986
MEM 247.515625 1514433710.0038
MEM 247.515625 1514433710.1090
MEM 247.519531 1514433710.2115
MEM 247.523438 1514433710.3167
MEM 247.523438 1514433710.4218
MEM 247.527344 1514433710.5270
MEM 247.531250 1514433710.6320
MEM 247.531250 1514433710.7371
MEM 247.531250 1514433710.8423
MEM 247.535156 1514433710.9444
MEM 247.535156 1514433711.0496
MEM 247.539062 1514433711.1548
MEM 247.542969 1514433711.2599
MEM 247.542969 1514433711.3602
MEM 247.542969 1514433711.4654
MEM 247.542969 1514433711.5705
MEM 247.546875 1514433711.6726
MEM 247.546875 1514433711.7778
MEM 247.554688 1514433711.8819
MEM 247.554688 1514433711.9871
MEM 247.554688 1514433712.0923
MEM 247.558594 1514433712.1968
MEM 247.562500 1514433712.3010
MEM 247.562500 1514433712.4061
MEM 247.566406 1514433712.5113
MEM 247.570312 1514433712.6164
MEM 247.570312 1514433712.7166
MEM 247.570312 1514433712.8215
MEM 247.570312 1514433712.9267
MEM 247.570312 1514433713.0319
MEM 247.578125 1514433713.1370
MEM 247.578125 1514433713.2409
MEM 247.578125 1514433713.3461
MEM 247.578125 1514433713.4497
MEM 247.578125 1514433713.5549
MEM 247.582031 1514433713.6558
MEM 247.582031 1514433713.7610
MEM 247.585938 1514433713.8659
MEM 247.585938 1514433713.9711
MEM 247.589844 1514433714.0762
MEM 247.589844 1514433714.1814
MEM 247.589844 1514433714.2820
MEM 247.589844 1514433714.3872
MEM 247.597656 1514433714.4924
MEM 247.597656 1514433714.5975
MEM 247.597656 1514433714.6977
MEM 247.601562 1514433714.8028
MEM 247.601562 1514433714.9080
MEM 247.601562 1514433715.0131
MEM 247.609375 1514433715.1156
MEM 247.613281 1514433715.2158
MEM 247.613281 1514433715.3210
MEM 247.617188 1514433715.4226
MEM 247.617188 1514433715.5238
MEM 247.621094 1514433715.6290
MEM 247.621094 1514433715.7329
MEM 247.625000 1514433715.8381
MEM 247.625000 1514433715.9393
MEM 247.628906 1514433716.0408
MEM 247.628906 1514433716.1459
MEM 247.632812 1514433716.2511
MEM 247.632812 1514433716.3563
MEM 247.636719 1514433716.4614
MEM 247.640625 1514433716.5666
MEM 247.640625 1514433716.6717
MEM 247.640625 1514433716.7769
MEM 247.640625 1514433716.8818
MEM 247.644531 1514433716.9821
MEM 247.644531 1514433717.0873
MEM 247.648438 1514433717.1896
MEM 247.652344 1514433717.2948
MEM 247.652344 1514433717.3999
MEM 247.652344 1514433717.5051
MEM 247.652344 1514433717.6103
MEM 247.656250 1514433717.7105
MEM 247.660156 1514433717.8156
MEM 247.660156 1514433717.9208
MEM 247.664062 1514433718.0259
MEM 247.664062 1514433718.1263
MEM 247.667969 1514433718.2273
MEM 247.671875 1514433718.3325
MEM 247.675781 1514433718.4376
MEM 247.675781 1514433718.5409
MEM 247.679688 1514433718.6413
MEM 247.679688 1514433718.7464
MEM 247.679688 1514433718.8516
MEM 247.683594 1514433718.9557
MEM 247.683594 1514433719.0609
MEM 247.687500 1514433719.1657
MEM 247.691406 1514433719.2708
MEM 247.691406 1514433719.3760
MEM 247.691406 1514433719.4812
MEM 247.691406 1514433719.5864
MEM 247.691406 1514433719.6915
MEM 247.699219 1514433719.7967
MEM 247.699219 1514433719.8973
MEM 247.699219 1514433720.0024
MEM 247.699219 1514433720.1076
MEM 247.703125 1514433720.2123
MEM 247.703125 1514433720.3136
MEM 247.707031 1514433720.4157
MEM 247.710938 1514433720.5209
MEM 247.710938 1514433720.6260
MEM 247.710938 1514433720.7312
MEM 247.714844 1514433720.8322
MEM 247.714844 1514433720.9333
MEM 247.714844 1514433721.0385
MEM 247.722656 1514433721.1411
MEM 247.726562 1514433721.2464
MEM 247.726562 1514433721.3514
MEM 247.726562 1514433721.4551
MEM 247.730469 1514433721.5561
MEM 247.730469 1514433721.6572
MEM 247.734375 1514433721.7578
MEM 247.738281 1514433721.8630
MEM 247.738281 1514433721.9675
MEM 247.742188 1514433722.0727
MEM 247.742188 1514433722.1778
MEM 247.742188 1514433722.2823
MEM 247.742188 1514433722.3875
MEM 247.750000 1514433722.4920
MEM 247.750000 1514433722.5971
MEM 247.753906 1514433722.7023
MEM 247.753906 1514433722.8074
MEM 247.753906 1514433722.9104
MEM 247.753906 1514433723.0156
MEM 247.761719 1514433723.1158
MEM 247.761719 1514433723.2210
MEM 247.761719 1514433723.3224
MEM 247.761719 1514433723.4260
MEM 247.742188 1514433723.5268
MEM 247.742188 1514433723.6320
MEM 247.750000 1514433723.7323
MEM 247.750000 1514433723.8375
MEM 247.750000 1514433723.9396
MEM 247.753906 1514433724.0426
MEM 247.757812 1514433724.1477
MEM 247.757812 1514433724.2525
MEM 247.761719 1514433724.3576
MEM 247.765625 1514433724.4628
MEM 247.765625 1514433724.5679
MEM 247.769531 1514433724.6731
MEM 247.769531 1514433724.7768
MEM 247.769531 1514433724.8820
MEM 247.769531 1514433724.9830
MEM 247.777344 1514433725.0881
MEM 247.777344 1514433725.1933
MEM 247.777344 1514433725.2940
MEM 247.777344 1514433725.3992
MEM 247.781250 1514433725.5044
MEM 247.781250 1514433725.6095
MEM 247.785156 1514433725.7182
MEM 247.789062 1514433725.8233
MEM 247.789062 1514433725.9284
MEM 247.789062 1514433726.0324
MEM 247.792969 1514433726.1328
MEM 247.792969 1514433726.2347
MEM 247.792969 1514433726.3386
MEM 247.800781 1514433726.4407
MEM 247.800781 1514433726.5444
MEM 247.804688 1514433726.6478
MEM 247.804688 1514433726.7530
MEM 247.804688 1514433726.8582
MEM 247.808594 1514433726.9613
MEM 247.808594 1514433727.0660
MEM 247.816406 1514433727.1711
MEM 247.816406 1514433727.2716
MEM 247.816406 1514433727.3767
MEM 247.820312 1514433727.4796
MEM 247.820312 1514433727.5825
MEM 247.824219 1514433727.6876
MEM 247.828125 1514433727.7878
MEM 247.828125 1514433727.8879
MEM 247.828125 1514433727.9931
MEM 247.828125 1514433728.0982
MEM 247.835938 1514433728.2034
MEM 247.847656 1514433728.3085
MEM 247.851562 1514433728.4100
MEM 247.851562 1514433728.5115
MEM 247.851562 1514433728.6167
MEM 247.855469 1514433728.7219
MEM 247.855469 1514433728.8228
MEM 247.859375 1514433728.9278
MEM 247.859375 1514433729.0330
MEM 247.863281 1514433729.1381
MEM 247.867188 1514433729.2389
MEM 247.867188 1514433729.3413
MEM 247.867188 1514433729.4464
MEM 247.871094 1514433729.5516
MEM 247.871094 1514433729.6518
MEM 247.875000 1514433729.7570
MEM 247.878906 1514433729.8621
MEM 247.878906 1514433729.9660
MEM 247.878906 1514433730.0674
MEM 247.886719 1514433730.1676
MEM 247.886719 1514433730.2696
MEM 247.886719 1514433730.3727
MEM 247.894531 1514433730.4739
MEM 247.894531 1514433730.5790
MEM 247.898438 1514433730.6826
MEM 247.898438 1514433730.7830
MEM 247.898438 1514433730.8876
MEM 247.902344 1514433730.9928
MEM 247.906250 1514433731.0962
MEM 247.906250 1514433731.1995
MEM 247.910156 1514433731.3017
MEM 247.910156 1514433731.4069
MEM 247.910156 1514433731.5121
MEM 247.914062 1514433731.6123
MEM 247.914062 1514433731.7175
MEM 247.898438 1514433731.8227
MEM 247.898438 1514433731.9278
MEM 247.898438 1514433732.0319
MEM 247.902344 1514433732.1326
MEM 247.902344 1514433732.2378
MEM 247.902344 1514433732.3429
MEM 247.910156 1514433732.4441
MEM 247.910156 1514433732.5463
MEM 247.910156 1514433732.6515
MEM 247.910156 1514433732.7566
MEM 247.914062 1514433732.8618
MEM 247.914062 1514433732.9661
MEM 247.917969 1514433733.0683
MEM 247.921875 1514433733.1688
MEM 247.925781 1514433733.2739
MEM 247.925781 1514433733.3791
MEM 247.925781 1514433733.4843
MEM 247.929688 1514433733.5894
MEM 247.929688 1514433733.6946
MEM 247.937500 1514433733.7997
MEM 247.937500 1514433733.9049
MEM 247.472656 1514433734.0079
MEM 247.476562 1514433734.1131
MEM 247.476562 1514433734.2183
MEM 247.476562 1514433734.3235
MEM 247.484375 1514433734.4286
MEM 247.488281 1514433734.5338
MEM 247.492188 1514433734.6389
MEM 247.492188 1514433734.7441
MEM 247.492188 1514433734.8493
MEM 247.496094 1514433734.9545
MEM 247.500000 1514433735.0596
MEM 247.500000 1514433735.1602
MEM 247.503906 1514433735.2611
MEM 247.503906 1514433735.3662
MEM 247.507812 1514433735.4713
MEM 247.507812 1514433735.5765
MEM 247.507812 1514433735.6816
MEM 247.515625 1514433735.7837
MEM 247.515625 1514433735.8877
MEM 247.515625 1514433735.9888
MEM 247.523438 1514433736.0894
MEM 247.523438 1514433736.1928
MEM 247.523438 1514433736.2980
MEM 247.531250 1514433736.4024
MEM 247.531250 1514433736.5076
MEM 247.531250 1514433736.6128
MEM 247.531250 1514433736.7162
MEM 247.535156 1514433736.8214
MEM 247.535156 1514433736.9247
MEM 247.535156 1514433737.0298
MEM 247.542969 1514433737.1327
MEM 247.542969 1514433737.2379
MEM 247.546875 1514433737.3410
MEM 247.546875 1514433737.4419
MEM 247.546875 1514433737.5471
MEM 247.550781 1514433737.6523
MEM 247.554688 1514433737.7575
MEM 247.558594 1514433737.8626
MEM 247.558594 1514433737.9677
MEM 247.558594 1514433738.0729
MEM 247.562500 1514433738.1792
MEM 247.562500 1514433738.2844
MEM 247.570312 1514433738.3895
MEM 247.570312 1514433738.4947
MEM 247.570312 1514433738.5998
MEM 247.574219 1514433738.7050
MEM 247.574219 1514433738.8101
MEM 247.574219 1514433738.9153
MEM 247.578125 1514433739.0163
MEM 247.585938 1514433739.1172
MEM 247.585938 1514433739.2224
MEM 247.589844 1514433739.3276
MEM 247.589844 1514433739.4328
MEM 247.593750 1514433739.5380
MEM 247.593750 1514433739.6411
MEM 247.597656 1514433739.7463
MEM 247.601562 1514433739.8514
MEM 247.601562 1514433739.9550
MEM 247.601562 1514433740.0589
MEM 247.605469 1514433740.1641
MEM 247.605469 1514433740.2665
MEM 247.613281 1514433740.3716
MEM 247.613281 1514433740.4725
MEM 247.613281 1514433740.5776
MEM 247.613281 1514433740.6828
MEM 247.617188 1514433740.7879
MEM 247.617188 1514433740.8882
MEM 247.617188 1514433740.9933
MEM 247.621094 1514433741.0985
MEM 247.625000 1514433741.2036
MEM 247.625000 1514433741.3088
MEM 247.628906 1514433741.4140
MEM 247.628906 1514433741.5164
MEM 247.628906 1514433741.6215
MEM 247.636719 1514433741.7227
MEM 247.636719 1514433741.8279
MEM 247.640625 1514433741.9282
MEM 247.640625 1514433742.0329
MEM 247.644531 1514433742.1381
MEM 247.648438 1514433742.2395
MEM 247.648438 1514433742.3447
MEM 247.652344 1514433742.4499
MEM 247.656250 1514433742.5550
MEM 247.656250 1514433742.6587
MEM 247.656250 1514433742.7637
MEM 247.660156 1514433742.8688
MEM 247.660156 1514433742.9740
MEM 247.664062 1514433743.0791
MEM 247.667969 1514433743.1830
MEM 247.667969 1514433743.2882
MEM 247.667969 1514433743.3933
MEM 247.671875 1514433743.4967
MEM 247.671875 1514433743.5985
MEM 247.675781 1514433743.7036
MEM 247.675781 1514433743.8088
MEM 247.679688 1514433743.9140
MEM 247.679688 1514433744.0165
MEM 247.679688 1514433744.1216
MEM 247.683594 1514433744.2268
MEM 247.683594 1514433744.3320
MEM 247.691406 1514433744.4371
MEM 247.691406 1514433744.5412
MEM 247.691406 1514433744.6464
MEM 247.695312 1514433744.7470
MEM 247.695312 1514433744.8481
MEM 247.695312 1514433744.9495
MEM 247.707031 1514433745.0547
MEM 247.707031 1514433745.1598
MEM 247.707031 1514433745.2650
MEM 247.707031 1514433745.3702
MEM 247.710938 1514433745.4753
MEM 247.710938 1514433745.5805
MEM 247.718750 1514433745.6830
MEM 247.718750 1514433745.7882
MEM 247.718750 1514433745.8886
MEM 247.722656 1514433745.9937
MEM 247.722656 1514433746.0989
MEM 247.722656 1514433746.2040
MEM 247.722656 1514433746.3092
MEM 247.730469 1514433746.4144
MEM 247.730469 1514433746.5167
MEM 247.734375 1514433746.6219
MEM 247.734375 1514433746.7271
MEM 247.734375 1514433746.8283
MEM 247.738281 1514433746.9334
MEM 247.742188 1514433747.0386
MEM 247.746094 1514433747.1419
MEM 247.746094 1514433747.2470
MEM 247.746094 1514433747.3522
MEM 247.750000 1514433747.4555
MEM 247.750000 1514433747.5605
MEM 247.753906 1514433747.6609
MEM 247.757812 1514433747.7622
MEM 247.757812 1514433747.8654
MEM 247.757812 1514433747.9666
MEM 247.761719 1514433748.0718
MEM 247.765625 1514433748.1770
MEM 247.765625 1514433748.2806
MEM 247.769531 1514433748.3857
MEM 247.769531 1514433748.4909
MEM 247.773438 1514433748.5961
MEM 247.773438 1514433748.7013
MEM 247.773438 1514433748.8065
MEM 247.777344 1514433748.9116
MEM 247.781250 1514433749.0167
MEM 247.785156 1514433749.1218
MEM 247.785156 1514433749.2270
MEM 247.785156 1514433749.3321
MEM 247.789062 1514433749.4373
MEM 247.789062 1514433749.5414
MEM 247.796875 1514433749.6416
MEM 247.796875 1514433749.7423
MEM 247.796875 1514433749.8474
MEM 247.800781 1514433749.9526
MEM 247.800781 1514433750.0567
MEM 247.800781 1514433750.1603
MEM 247.804688 1514433750.2655
MEM 247.808594 1514433750.3667
MEM 247.808594 1514433750.4675
MEM 247.816406 1514433750.5726
MEM 247.816406 1514433750.6778
MEM 247.816406 1514433750.7829
MEM 247.820312 1514433750.8832
MEM 247.824219 1514433750.9884
MEM 247.835938 1514433751.0935
MEM 247.835938 1514433751.1983
MEM 247.835938 1514433751.3034
MEM 247.835938 1514433751.4086
MEM 247.839844 1514433751.5138
MEM 247.843750 1514433751.6186
MEM 247.843750 1514433751.7237
MEM 247.851562 1514433751.8289
MEM 247.851562 1514433751.9332
MEM 247.851562 1514433752.0384
MEM 247.855469 1514433752.1404
MEM 247.855469 1514433752.2416
MEM 247.859375 1514433752.3419
MEM 247.871094 1514433752.4471
MEM 247.882812 1514433752.5522
MEM 247.882812 1514433752.6574
MEM 247.886719 1514433752.7625
MEM 247.886719 1514433752.8668
MEM 247.890625 1514433752.9670
MEM 247.890625 1514433753.0715
MEM 247.898438 1514433753.1718
MEM 247.898438 1514433753.2732
MEM 247.898438 1514433753.3765
MEM 247.902344 1514433753.4817
MEM 247.902344 1514433753.5833
MEM 247.906250 1514433753.6835
MEM 247.914062 1514433753.7887
MEM 247.914062 1514433753.8889
MEM 247.925781 1514433753.9940
MEM 247.925781 1514433754.0993
MEM 247.925781 1514433754.2044
