CMDLINE python2 19-Quick-Implement-for-difference-distance.py
MEM 247.937500 1514433754.3096
MEM 247.937500 1514433754.4147
MEM 247.937500 1514433754.5171
MEM 247.941406 1514433754.6222
MEM 247.941406 1514433754.7228
MEM 247.941406 1514433754.8280
MEM 247.949219 1514433754.9332
MEM 247.953125 1514433755.0333
MEM 247.953125 1514433755.1385
MEM 247.957031 1514433755.2415
MEM 247.957031 1514433755.3424
MEM 247.957031 1514433755.4441
MEM 247.957031 1514433755.5469
MEM 247.968750 1514433755.6520
MEM 247.968750 1514433755.7572
MEM 247.968750 1514433755.8614
MEM 247.968750 1514433755.9666
MEM 247.972656 1514433756.0693
MEM 247.972656 1514433756.1736
MEM 247.972656 1514433756.2787
MEM 247.984375 1514433756.3839
MEM 247.984375 1514433756.4891
MEM 247.988281 1514433756.5942
MEM 247.988281 1514433756.6994
MEM 247.988281 1514433756.8045
MEM 247.996094 1514433756.9097
MEM 248.003906 1514433757.0149
MEM 248.003906 1514433757.1169
MEM 248.007812 1514433757.2221
MEM 248.007812 1514433757.3272
MEM 248.007812 1514433757.4324
MEM 248.007812 1514433757.5375
MEM 248.019531 1514433757.6417
MEM 248.019531 1514433757.7468
MEM 248.019531 1514433757.8471
MEM 248.019531 1514433757.9487
MEM 248.023438 1514433758.0538
MEM 248.023438 1514433758.1590
MEM 248.023438 1514433758.2624
MEM 248.035156 1514433758.3644
MEM 248.035156 1514433758.4659
MEM 248.035156 1514433758.5687
MEM 248.039062 1514433758.6739
MEM 248.042969 1514433758.7754
MEM 248.042969 1514433758.8805
MEM 248.046875 1514433758.9817
MEM 248.054688 1514433759.0835
MEM 248.054688 1514433759.1882
MEM 248.058594 1514433759.2926
MEM 248.058594 1514433759.3978
MEM 248.058594 1514433759.5030
MEM 248.062500 1514433759.6082
MEM 248.070312 1514433759.7133
MEM 248.070312 1514433759.8170
MEM 248.070312 1514433759.9222
MEM 248.074219 1514433760.0274
MEM 248.078125 1514433760.1325
MEM 248.078125 1514433760.2336
MEM 248.082031 1514433760.3387
MEM 248.082031 1514433760.4419
MEM 248.089844 1514433760.5470
MEM 248.089844 1514433760.6522
MEM 248.089844 1514433760.7573
MEM 248.093750 1514433760.8582
MEM 248.097656 1514433760.9600
MEM 248.097656 1514433761.0615
MEM 248.105469 1514433761.1667
MEM 248.105469 1514433761.2670
MEM 248.105469 1514433761.3722
MEM 248.105469 1514433761.4761
MEM 248.109375 1514433761.5813
MEM 248.113281 1514433761.6848
MEM 248.113281 1514433761.7857
MEM 248.121094 1514433761.8886
MEM 248.121094 1514433761.9913
MEM 248.121094 1514433762.0929
MEM 248.121094 1514433762.1966
MEM 248.128906 1514433762.3018
MEM 248.128906 1514433762.4069
MEM 248.136719 1514433762.5121
MEM 248.136719 1514433762.6171
MEM 248.136719 1514433762.7222
MEM 248.140625 1514433762.8274
MEM 248.144531 1514433762.9291
MEM 248.148438 1514433763.0342
MEM 248.156250 1514433763.1394
MEM 248.156250 1514433763.2425
MEM 248.156250 1514433763.3477
MEM 248.160156 1514433763.4484
MEM 248.160156 1514433763.5532
MEM 248.164062 1514433763.6584
MEM 248.171875 1514433763.7635
MEM 248.171875 1514433763.8671
MEM 248.171875 1514433763.9723
MEM 248.175781 1514433764.0753
MEM 248.175781 1514433764.1804
MEM 248.179688 1514433764.2836
MEM 248.179688 1514433764.3888
MEM 248.187500 1514433764.4940
MEM 248.187500 1514433764.5991
MEM 248.187500 1514433764.7055
MEM 248.187500 1514433764.8106
MEM 248.195312 1514433764.9158
MEM 248.195312 1514433765.0171
MEM 248.195312 1514433765.1204
MEM 248.195312 1514433765.2219
MEM 248.203125 1514433765.3221
MEM 248.203125 1514433765.4272
MEM 248.203125 1514433765.5324
MEM 248.210938 1514433765.6339
MEM 248.210938 1514433765.7363
MEM 248.210938 1514433765.8414
MEM 248.210938 1514433765.9425
MEM 248.222656 1514433766.0434
MEM 248.222656 1514433766.1459
MEM 248.226562 1514433766.2511
MEM 248.226562 1514433766.3531
MEM 248.230469 1514433766.4583
MEM 248.230469 1514433766.5634
MEM 248.230469 1514433766.6672
MEM 248.238281 1514433766.7688
MEM 248.238281 1514433766.8739
MEM 248.242188 1514433766.9749
MEM 248.246094 1514433767.0801
MEM 247.761719 1514433767.1837
MEM 247.761719 1514433767.2889
MEM 247.761719 1514433767.3941
MEM 247.769531 1514433767.4950
MEM 247.773438 1514433767.6002
MEM 247.777344 1514433767.7054
MEM 247.777344 1514433767.8105
MEM 247.777344 1514433767.9114
MEM 247.777344 1514433768.0166
MEM 247.785156 1514433768.1217
MEM 247.789062 1514433768.2233
MEM 247.789062 1514433768.3285
MEM 247.792969 1514433768.4336
MEM 247.792969 1514433768.5383
MEM 247.792969 1514433768.6434
MEM 247.800781 1514433768.7449
MEM 247.800781 1514433768.8501
MEM 247.808594 1514433768.9542
MEM 247.812500 1514433769.0577
MEM 247.812500 1514433769.1629
MEM 247.812500 1514433769.2680
MEM 247.812500 1514433769.3732
MEM 247.812500 1514433769.4783
MEM 247.824219 1514433769.5835
MEM 247.824219 1514433769.6887
MEM 247.824219 1514433769.7900
MEM 247.828125 1514433769.8919
MEM 247.828125 1514433769.9971
MEM 247.828125 1514433770.1022
MEM 247.832031 1514433770.2072
MEM 247.839844 1514433770.3123
MEM 247.839844 1514433770.4175
MEM 247.839844 1514433770.5216
MEM 247.839844 1514433770.6268
MEM 247.843750 1514433770.7278
MEM 247.843750 1514433770.8286
MEM 247.847656 1514433770.9328
MEM 247.847656 1514433771.0338
MEM 247.847656 1514433771.1345
MEM 247.847656 1514433771.2360
MEM 247.855469 1514433771.3371
MEM 247.855469 1514433771.4424
MEM 247.859375 1514433771.5475
MEM 247.859375 1514433771.6524
MEM 247.863281 1514433771.7532
MEM 247.863281 1514433771.8539
MEM 247.867188 1514433771.9574
MEM 247.867188 1514433772.0626
MEM 247.875000 1514433772.1674
MEM 247.878906 1514433772.2726
MEM 247.878906 1514433772.3777
MEM 247.882812 1514433772.4830
MEM 247.882812 1514433772.5839
MEM 247.882812 1514433772.6852
MEM 247.890625 1514433772.7904
MEM 247.894531 1514433772.8921
MEM 247.894531 1514433772.9927
MEM 247.894531 1514433773.0979
MEM 247.898438 1514433773.2019
MEM 247.898438 1514433773.3031
MEM 247.898438 1514433773.4047
MEM 247.898438 1514433773.5063
MEM 247.910156 1514433773.6077
MEM 247.910156 1514433773.7129
MEM 247.910156 1514433773.8153
MEM 247.910156 1514433773.9192
MEM 247.914062 1514433774.0243
MEM 247.914062 1514433774.1295
MEM 247.917969 1514433774.2343
MEM 247.917969 1514433774.3392
MEM 247.917969 1514433774.4422
MEM 247.925781 1514433774.5424
MEM 247.925781 1514433774.6427
MEM 247.925781 1514433774.7479
MEM 247.925781 1514433774.8528
MEM 247.929688 1514433774.9540
MEM 247.933594 1514433775.0592
MEM 247.937500 1514433775.1628
MEM 247.937500 1514433775.2654
MEM 247.937500 1514433775.3700
MEM 247.945312 1514433775.4745
MEM 247.945312 1514433775.5751
MEM 247.949219 1514433775.6784
MEM 247.949219 1514433775.7835
MEM 247.953125 1514433775.8840
MEM 247.953125 1514433775.9863
MEM 247.953125 1514433776.0909
MEM 247.953125 1514433776.1921
MEM 247.953125 1514433776.2945
MEM 247.957031 1514433776.3984
MEM 247.957031 1514433776.5026
MEM 247.957031 1514433776.6040
MEM 247.957031 1514433776.7044
MEM 247.957031 1514433776.8047
MEM 247.957031 1514433776.9050
MEM 247.976562 1514433777.0200
MEM 247.988281 1514433777.1203
MEM 247.992188 1514433777.2255
MEM 247.992188 1514433777.3260
MEM 247.996094 1514433777.4309
MEM 247.996094 1514433777.5360
MEM 247.996094 1514433777.6407
MEM 247.996094 1514433777.7425
MEM 248.003906 1514433777.8435
MEM 248.007812 1514433777.9443
MEM 248.007812 1514433778.0454
MEM 248.007812 1514433778.1490
MEM 248.007812 1514433778.2531
MEM 248.007812 1514433778.3558
MEM 248.011719 1514433778.4561
MEM 248.011719 1514433778.5570
MEM 248.011719 1514433778.6578
MEM 248.019531 1514433778.7588
MEM 248.019531 1514433778.8634
MEM 248.019531 1514433778.9636
MEM 248.019531 1514433779.0640
MEM 248.019531 1514433779.1685
MEM 248.019531 1514433779.2691
MEM 248.019531 1514433779.3725
MEM 248.023438 1514433779.4774
MEM 248.031250 1514433779.5856
MEM 248.031250 1514433779.6874
MEM 248.031250 1514433779.7891
MEM 248.031250 1514433779.8916
MEM 248.039062 1514433779.9943
MEM 248.039062 1514433780.0978
MEM 248.039062 1514433780.2019
MEM 248.039062 1514433780.3022
MEM 248.042969 1514433780.4028
MEM 248.042969 1514433780.5077
MEM 248.046875 1514433780.6116
MEM 248.046875 1514433780.7141
MEM 248.046875 1514433780.8144
MEM 248.046875 1514433780.9179
MEM 248.046875 1514433781.0311
MEM 248.046875 1514433781.1342
MEM 248.046875 1514433781.2360
MEM 248.054688 1514433781.3363
MEM 248.058594 1514433781.4394
MEM 248.058594 1514433781.5447
MEM 248.058594 1514433781.6453
MEM 248.058594 1514433781.7460
MEM 248.058594 1514433781.8469
MEM 248.058594 1514433781.9508
MEM 248.058594 1514433782.0558
MEM 248.062500 1514433782.1607
MEM 248.066406 1514433782.2648
MEM 248.070312 1514433782.3910
MEM 248.070312 1514433782.4922
MEM 248.070312 1514433782.5931
MEM 248.070312 1514433782.6947
MEM 248.070312 1514433782.7971
MEM 248.070312 1514433782.9004
MEM 248.074219 1514433783.0009
MEM 248.074219 1514433783.1021
MEM 248.074219 1514433783.2070
MEM 248.074219 1514433783.3116
MEM 248.074219 1514433783.4136
MEM 248.082031 1514433783.5169
MEM 248.082031 1514433783.6173
MEM 248.082031 1514433783.7222
MEM 248.097656 1514433783.8273
MEM 214.527344 1514433783.9306
MEM 220.332031 1514433784.0343
MEM 221.664062 1514433784.1349
MEM 221.703125 1514433784.2401
MEM 249.738281 1514433784.3425
MEM 254.281250 1514433784.4477
MEM 254.996094 1514433784.5496
MEM 255.128906 1514433784.6500
MEM 255.128906 1514433784.7547
MEM 255.273438 1514433784.8595
MEM 255.808594 1514433784.9648
MEM 262.640625 1514433785.0652
MEM 260.375000 1514433785.1704
MEM 251.558594 1514433785.2708
MEM 253.828125 1514433785.3750
MEM 258.433594 1514433785.4755
MEM 269.152344 1514433785.5793
MEM 256.281250 1514433785.6844
MEM 264.308594 1514433785.7847
MEM 241.925781 1514433785.8862
MEM 246.402344 1514433785.9872
MEM 232.449219 1514433786.0924
MEM 232.449219 1514433786.1959
MEM 232.449219 1514433786.2966
MEM 232.449219 1514433786.4018
MEM 232.449219 1514433786.5070
MEM 232.449219 1514433786.6084
MEM 232.449219 1514433786.7127
MEM 232.449219 1514433786.8176
MEM 232.449219 1514433786.9192
MEM 232.449219 1514433787.0201
MEM 232.449219 1514433787.1249
MEM 232.449219 1514433787.2276
MEM 232.449219 1514433787.3315
MEM 232.449219 1514433787.4357
MEM 232.449219 1514433787.5363
MEM 232.449219 1514433787.6401
MEM 232.449219 1514433787.7405
MEM 232.449219 1514433787.8420
MEM 232.449219 1514433787.9450
MEM 232.449219 1514433788.0476
MEM 232.449219 1514433788.1528
MEM 232.449219 1514433788.2534
MEM 232.449219 1514433788.3585
MEM 232.449219 1514433788.4602
MEM 232.449219 1514433788.5623
MEM 232.449219 1514433788.6676
MEM 232.449219 1514433788.7678
MEM 232.449219 1514433788.8685
MEM 232.449219 1514433788.9737
MEM 232.449219 1514433789.0743
MEM 232.449219 1514433789.1796
MEM 232.449219 1514433789.2845
MEM 232.449219 1514433789.3878
MEM 232.449219 1514433789.4883
MEM 232.449219 1514433789.5934
MEM 232.449219 1514433789.6956
MEM 232.449219 1514433789.7975
MEM 232.449219 1514433789.8991
MEM 232.449219 1514433790.0035
MEM 232.449219 1514433790.1072
MEM 232.449219 1514433790.2124
MEM 232.449219 1514433790.3159
MEM 232.449219 1514433790.4166
MEM 232.449219 1514433790.5218
MEM 232.449219 1514433790.6221
MEM 232.449219 1514433790.7256
MEM 232.449219 1514433790.8303
MEM 232.449219 1514433790.9345
MEM 232.449219 1514433791.0348
MEM 232.449219 1514433791.1400
MEM 232.449219 1514433791.2442
MEM 232.449219 1514433791.3484
MEM 232.449219 1514433791.4530
MEM 232.449219 1514433791.5533
MEM 232.449219 1514433791.6573
MEM 232.449219 1514433791.7625
MEM 232.449219 1514433791.8670
MEM 232.449219 1514433791.9722
MEM 232.449219 1514433792.0760
MEM 232.449219 1514433792.1763
MEM 232.449219 1514433792.2815
MEM 232.449219 1514433792.3846
MEM 232.449219 1514433792.4881
MEM 232.449219 1514433792.5894
MEM 232.433594 1514433792.6903
MEM 232.433594 1514433792.7955
MEM 232.433594 1514433792.8990
MEM 232.433594 1514433792.9992
MEM 232.433594 1514433793.1001
MEM 232.433594 1514433793.2010
MEM 232.433594 1514433793.3046
MEM 232.433594 1514433793.4049
MEM 232.433594 1514433793.5078
MEM 232.433594 1514433793.6096
MEM 232.433594 1514433793.7127
MEM 232.433594 1514433793.8171
MEM 232.433594 1514433793.9223
MEM 232.433594 1514433794.0226
MEM 232.433594 1514433794.1275
MEM 232.433594 1514433794.2277
MEM 232.433594 1514433794.3282
MEM 232.433594 1514433794.4313
MEM 232.433594 1514433794.5346
MEM 232.433594 1514433794.6398
MEM 232.433594 1514433794.7448
MEM 232.433594 1514433794.8500
MEM 232.433594 1514433794.9532
MEM 232.433594 1514433795.0584
MEM 232.433594 1514433795.1607
MEM 232.433594 1514433795.2659
MEM 232.433594 1514433795.3681
MEM 232.433594 1514433795.4727
MEM 232.433594 1514433795.5747
MEM 232.433594 1514433795.6760
MEM 232.433594 1514433795.7774
MEM 232.433594 1514433795.8823
MEM 232.433594 1514433795.9847
MEM 232.433594 1514433796.0899
MEM 232.433594 1514433796.1936
MEM 232.433594 1514433796.2958
MEM 232.433594 1514433796.4009
MEM 232.433594 1514433796.5038
MEM 232.433594 1514433796.6090
MEM 232.433594 1514433796.7124
MEM 232.433594 1514433796.8176
MEM 232.433594 1514433796.9208
MEM 232.433594 1514433797.0238
MEM 232.433594 1514433797.1290
MEM 232.433594 1514433797.2341
MEM 232.433594 1514433797.3347
MEM 232.433594 1514433797.4399
MEM 232.433594 1514433797.5452
MEM 232.433594 1514433797.6500
MEM 232.433594 1514433797.7526
MEM 232.433594 1514433797.8578
MEM 232.433594 1514433797.9629
MEM 232.433594 1514433798.0678
MEM 232.433594 1514433798.1699
MEM 232.433594 1514433798.2708
MEM 232.433594 1514433798.3746
MEM 232.433594 1514433798.4798
MEM 232.433594 1514433798.5848
MEM 232.433594 1514433798.6899
MEM 232.433594 1514433798.7951
MEM 232.433594 1514433798.8959
MEM 232.433594 1514433798.9983
MEM 232.433594 1514433799.0995
MEM 232.433594 1514433799.2038
MEM 232.433594 1514433799.3090
MEM 232.433594 1514433799.4121
MEM 232.433594 1514433799.5172
MEM 232.433594 1514433799.6183
MEM 232.433594 1514433799.7235
MEM 232.433594 1514433799.8286
MEM 232.433594 1514433799.9337
MEM 232.433594 1514433800.0362
MEM 232.433594 1514433800.1397
MEM 232.433594 1514433800.2399
MEM 232.433594 1514433800.3416
MEM 232.433594 1514433800.4445
MEM 232.433594 1514433800.5448
MEM 232.433594 1514433800.6451
MEM 232.433594 1514433800.7503
MEM 232.433594 1514433800.8535
MEM 232.433594 1514433800.9540
MEM 232.433594 1514433801.0583
MEM 232.433594 1514433801.1614
MEM 232.433594 1514433801.2642
MEM 232.433594 1514433801.3683
MEM 232.433594 1514433801.4689
MEM 232.433594 1514433801.5700
MEM 232.433594 1514433801.6711
MEM 232.433594 1514433801.7730
MEM 232.433594 1514433801.8745
MEM 232.433594 1514433801.9763
MEM 232.433594 1514433802.0778
MEM 232.433594 1514433802.1804
MEM 232.433594 1514433802.2849
MEM 232.433594 1514433802.3901
MEM 232.433594 1514433802.4944
MEM 232.433594 1514433802.5996
MEM 232.433594 1514433802.7003
MEM 232.433594 1514433802.8009
MEM 232.433594 1514433802.9045
MEM 232.433594 1514433803.0075
MEM 232.433594 1514433803.1104
MEM 232.433594 1514433803.2136
MEM 232.433594 1514433803.3185
MEM 232.433594 1514433803.4202
MEM 232.433594 1514433803.5253
MEM 232.433594 1514433803.6269
MEM 232.433594 1514433803.7277
MEM 232.433594 1514433803.8302
MEM 232.433594 1514433803.9350
MEM 232.433594 1514433804.0402
MEM 232.433594 1514433804.1409
MEM 232.433594 1514433804.2431
MEM 232.433594 1514433804.3433
MEM 232.433594 1514433804.4436
MEM 232.433594 1514433804.5487
MEM 232.433594 1514433804.6495
MEM 232.433594 1514433804.7506
MEM 232.433594 1514433804.8520
MEM 232.433594 1514433804.9529
MEM 232.433594 1514433805.0581
MEM 232.433594 1514433805.1633
MEM 232.433594 1514433805.2671
MEM 232.433594 1514433805.3679
MEM 232.433594 1514433805.4685
MEM 232.433594 1514433805.5737
MEM 232.433594 1514433805.6755
MEM 232.433594 1514433805.7807
MEM 232.433594 1514433805.8850
MEM 232.433594 1514433805.9852
MEM 232.433594 1514433806.0904
MEM 232.433594 1514433806.1938
MEM 232.433594 1514433806.2989
MEM 232.433594 1514433806.4041
MEM 232.433594 1514433806.5093
MEM 232.433594 1514433806.6099
MEM 232.433594 1514433806.7127
MEM 232.433594 1514433806.8179
MEM 232.433594 1514433806.9231
MEM 232.433594 1514433807.0283
MEM 232.433594 1514433807.1328
MEM 232.433594 1514433807.2353
MEM 232.433594 1514433807.3355
MEM 232.433594 1514433807.4369
MEM 232.433594 1514433807.5421
MEM 232.433594 1514433807.6434
MEM 232.433594 1514433807.7486
MEM 232.433594 1514433807.8509
MEM 232.433594 1514433807.9561
MEM 232.433594 1514433808.0593
MEM 232.433594 1514433808.1645
MEM 232.433594 1514433808.2687
MEM 232.433594 1514433808.3731
MEM 232.433594 1514433808.4783
MEM 232.433594 1514433808.5798
MEM 232.433594 1514433808.6835
MEM 232.433594 1514433808.7887
MEM 232.433594 1514433808.8892
MEM 232.433594 1514433808.9928
MEM 232.433594 1514433809.0945
MEM 232.433594 1514433809.1997
MEM 232.433594 1514433809.3048
MEM 232.433594 1514433809.4065
MEM 232.433594 1514433809.5111
MEM 232.433594 1514433809.6162
MEM 232.433594 1514433809.7210
MEM 232.433594 1514433809.8261
MEM 232.433594 1514433809.9282
MEM 232.433594 1514433810.0330
MEM 232.433594 1514433810.1352
MEM 232.433594 1514433810.2392
MEM 232.433594 1514433810.3419
MEM 232.433594 1514433810.4431
MEM 232.433594 1514433810.5483
MEM 232.433594 1514433810.6511
MEM 232.433594 1514433810.7563
MEM 232.433594 1514433810.8610
MEM 232.433594 1514433810.9661
MEM 232.433594 1514433811.0687
MEM 232.433594 1514433811.1722
MEM 232.433594 1514433811.2765
MEM 232.433594 1514433811.3791
MEM 232.433594 1514433811.4842
MEM 232.433594 1514433811.5852
MEM 232.433594 1514433811.6904
MEM 232.433594 1514433811.7920
MEM 232.433594 1514433811.8928
MEM 232.433594 1514433811.9947
MEM 232.433594 1514433812.0961
MEM 232.433594 1514433812.1971
MEM 232.433594 1514433812.3003
MEM 232.433594 1514433812.4025
MEM 232.433594 1514433812.5035
MEM 232.433594 1514433812.6055
MEM 232.433594 1514433812.7106
MEM 232.433594 1514433812.8158
MEM 232.433594 1514433812.9187
MEM 232.433594 1514433813.0208
MEM 232.433594 1514433813.1243
MEM 232.433594 1514433813.2285
MEM 232.433594 1514433813.3292
MEM 232.433594 1514433813.4298
MEM 232.433594 1514433813.5301
MEM 232.433594 1514433813.6353
MEM 232.433594 1514433813.7374
MEM 232.433594 1514433813.8425
MEM 232.433594 1514433813.9437
MEM 232.433594 1514433814.0489
MEM 232.433594 1514433814.1541
MEM 232.433594 1514433814.2545
MEM 232.433594 1514433814.3597
MEM 232.433594 1514433814.4604
MEM 232.433594 1514433814.5656
MEM 232.433594 1514433814.6708
MEM 232.433594 1514433814.7759
MEM 232.433594 1514433814.8775
MEM 232.433594 1514433814.9793
MEM 232.433594 1514433815.0810
MEM 232.433594 1514433815.1853
MEM 232.433594 1514433815.2905
MEM 232.433594 1514433815.3931
MEM 232.433594 1514433815.4943
MEM 232.433594 1514433815.5967
MEM 232.433594 1514433815.7019
MEM 232.433594 1514433815.8071
MEM 232.433594 1514433815.9083
MEM 232.433594 1514433816.0135
MEM 232.433594 1514433816.1187
MEM 232.433594 1514433816.2211
MEM 232.433594 1514433816.3262
MEM 232.433594 1514433816.4292
MEM 232.433594 1514433816.5333
MEM 232.433594 1514433816.6353
MEM 232.433594 1514433816.7398
MEM 232.433594 1514433816.8450
MEM 232.433594 1514433816.9468
MEM 232.433594 1514433817.0511
MEM 232.433594 1514433817.1548
MEM 232.433594 1514433817.2554
MEM 232.433594 1514433817.3606
MEM 232.433594 1514433817.4658
MEM 232.433594 1514433817.5689
MEM 232.433594 1514433817.6711
MEM 232.433594 1514433817.7763
MEM 232.433594 1514433817.8813
MEM 232.433594 1514433817.9865
MEM 232.433594 1514433818.0916
MEM 232.433594 1514433818.1968
MEM 232.433594 1514433818.3005
MEM 232.433594 1514433818.4012
MEM 232.433594 1514433818.5019
MEM 232.433594 1514433818.6071
MEM 232.433594 1514433818.7110
MEM 232.433594 1514433818.8161
MEM 232.433594 1514433818.9200
MEM 232.433594 1514433819.0207
MEM 232.433594 1514433819.1211
MEM 232.433594 1514433819.2245
MEM 232.433594 1514433819.3297
MEM 232.433594 1514433819.4346
MEM 232.433594 1514433819.5356
MEM 232.433594 1514433819.6373
MEM 232.433594 1514433819.7404
MEM 232.433594 1514433819.8409
MEM 232.433594 1514433819.9452
MEM 232.433594 1514433820.0479
MEM 232.433594 1514433820.1531
MEM 232.433594 1514433820.2545
MEM 232.433594 1514433820.3554
MEM 232.433594 1514433820.4606
MEM 232.433594 1514433820.5613
MEM 232.433594 1514433820.6665
MEM 232.433594 1514433820.7668
MEM 232.433594 1514433820.8715
MEM 232.433594 1514433820.9759
MEM 232.433594 1514433821.0811
MEM 232.433594 1514433821.1855
MEM 232.433594 1514433821.2907
MEM 232.433594 1514433821.3955
MEM 232.433594 1514433821.5007
MEM 232.433594 1514433821.6019
MEM 232.433594 1514433821.7064
MEM 232.433594 1514433821.8078
MEM 232.433594 1514433821.9130
MEM 232.433594 1514433822.0167
MEM 232.433594 1514433822.1219
MEM 232.433594 1514433822.2271
MEM 232.433594 1514433822.3280
MEM 232.433594 1514433822.4328
MEM 232.433594 1514433822.5355
MEM 232.433594 1514433822.6375
MEM 232.433594 1514433822.7427
MEM 232.433594 1514433822.8439
MEM 232.433594 1514433822.9490
MEM 232.433594 1514433823.0531
MEM 232.433594 1514433823.1557
MEM 232.433594 1514433823.2572
MEM 232.433594 1514433823.3592
MEM 232.433594 1514433823.4619
MEM 232.433594 1514433823.5647
MEM 232.433594 1514433823.6691
MEM 232.433594 1514433823.7715
MEM 232.433594 1514433823.8762
MEM 232.433594 1514433823.9807
MEM 232.433594 1514433824.0856
MEM 232.433594 1514433824.1873
MEM 232.433594 1514433824.2929
MEM 232.433594 1514433824.3981
MEM 232.433594 1514433824.5003
MEM 232.433594 1514433824.6050
MEM 232.433594 1514433824.7073
MEM 232.433594 1514433824.8105
MEM 232.433594 1514433824.9137
MEM 232.433594 1514433825.0140
MEM 232.433594 1514433825.1147
MEM 232.433594 1514433825.2192
MEM 232.433594 1514433825.3243
MEM 232.433594 1514433825.4277
MEM 232.433594 1514433825.5329
MEM 232.433594 1514433825.6356
MEM 232.433594 1514433825.7408
MEM 232.433594 1514433825.8439
MEM 232.433594 1514433825.9491
MEM 232.433594 1514433826.0542
MEM 232.433594 1514433826.1569
MEM 232.433594 1514433826.2621
MEM 232.433594 1514433826.3634
MEM 232.433594 1514433826.4647
MEM 232.433594 1514433826.5693
MEM 232.433594 1514433826.6743
MEM 232.433594 1514433826.7795
MEM 232.433594 1514433826.8847
MEM 232.433594 1514433826.9890
MEM 232.433594 1514433827.0942
MEM 232.433594 1514433827.1994
MEM 232.433594 1514433827.3009
MEM 232.433594 1514433827.4056
MEM 232.433594 1514433827.5097
MEM 232.433594 1514433827.6150
MEM 232.433594 1514433827.7193
MEM 232.433594 1514433827.8245
MEM 232.433594 1514433827.9253
MEM 232.433594 1514433828.0296
MEM 232.433594 1514433828.1347
MEM 232.433594 1514433828.2398
MEM 232.433594 1514433828.3450
MEM 232.433594 1514433828.4502
MEM 232.433594 1514433828.5531
MEM 232.433594 1514433828.6580
MEM 232.433594 1514433828.7632
MEM 232.433594 1514433828.8683
MEM 232.433594 1514433828.9693
MEM 232.433594 1514433829.0721
MEM 232.433594 1514433829.1733
MEM 232.433594 1514433829.2762
MEM 232.433594 1514433829.3812
MEM 232.433594 1514433829.4858
MEM 232.433594 1514433829.5889
MEM 232.433594 1514433829.6942
MEM 232.433594 1514433829.7990
MEM 232.433594 1514433829.9006
MEM 232.433594 1514433830.0053
MEM 232.433594 1514433830.1082
MEM 232.433594 1514433830.2134
MEM 232.433594 1514433830.3168
MEM 232.433594 1514433830.4193
MEM 232.433594 1514433830.5245
MEM 233.113281 1514433830.6288
MEM 233.226562 1514433830.7340
MEM 233.226562 1514433830.8390
MEM 233.226562 1514433830.9410
MEM 233.226562 1514433831.0439
MEM 233.226562 1514433831.1492
MEM 233.277344 1514433831.2524
MEM 233.281250 1514433831.3568
MEM 233.281250 1514433831.4620
MEM 233.375000 1514433831.5626
MEM 242.566406 1514433831.6637
MEM 239.691406 1514433831.7664
MEM 234.820312 1514433831.8717
MEM 234.820312 1514433831.9746
MEM 234.632812 1514433832.0790
MEM 233.390625 1514433832.1836
MEM 233.394531 1514433832.2888
MEM 233.480469 1514433832.3890
MEM 234.527344 1514433832.4947
MEM 234.527344 1514433832.5992
MEM 234.527344 1514433832.7028
MEM 234.531250 1514433832.8078
MEM 234.531250 1514433832.9084
MEM 234.531250 1514433833.0135
MEM 241.015625 1514433833.1170
FUNC __main__.set_up_data 177.5664 1514433591.7121 184.8359 1514433637.1241
FUNC __main__.set_up_model 184.8359 1514433637.1242 197.1758 1514433783.8525
MEM 243.906250 1514433833.2194
MEM 243.972656 1514433833.3231
MEM 244.593750 1514433833.4246
MEM 245.253906 1514433833.5295
MEM 246.472656 1514433833.6304
MEM 246.824219 1514433833.7329
MEM 247.988281 1514433833.8331
MEM 249.125000 1514433833.9339
MEM 250.312500 1514433834.0359
MEM 252.691406 1514433834.1411
MEM 258.476562 1514433834.2425
MEM 260.816406 1514433834.3452
MEM 263.363281 1514433834.4503
MEM 263.683594 1514433834.5550
MEM 262.761719 1514433834.6600
