CMDLINE python2.7 19-Quick-Implement-for-difference-distance.py
MEM 246.613281 1514434558.7989
MEM 246.613281 1514434558.9039
MEM 246.617188 1514434559.0044
MEM 246.621094 1514434559.1096
MEM 246.621094 1514434559.2137
MEM 246.625000 1514434559.3189
MEM 246.625000 1514434559.4211
MEM 246.625000 1514434559.5261
MEM 246.628906 1514434559.6313
MEM 246.632812 1514434559.7337
MEM 246.632812 1514434559.8389
MEM 246.636719 1514434559.9415
MEM 246.636719 1514434560.0450
MEM 246.640625 1514434560.1469
MEM 246.644531 1514434560.2499
MEM 246.644531 1514434560.3531
MEM 246.648438 1514434560.4554
MEM 246.648438 1514434560.5579
MEM 246.648438 1514434560.6631
MEM 246.648438 1514434560.7680
MEM 246.648438 1514434560.8723
MEM 246.648438 1514434560.9728
MEM 246.652344 1514434561.0781
MEM 246.652344 1514434561.1832
MEM 246.492188 1514434561.2881
MEM 246.492188 1514434561.3933
MEM 246.492188 1514434561.4985
MEM 246.492188 1514434561.6003
MEM 246.492188 1514434561.7055
MEM 246.496094 1514434561.8066
MEM 246.496094 1514434561.9100
MEM 246.500000 1514434562.0152
MEM 246.500000 1514434562.1165
MEM 246.500000 1514434562.2176
MEM 246.500000 1514434562.3226
MEM 246.503906 1514434562.4278
MEM 246.507812 1514434562.5329
MEM 246.507812 1514434562.6359
MEM 246.507812 1514434562.7411
MEM 246.507812 1514434562.8437
MEM 246.507812 1514434562.9489
MEM 246.507812 1514434563.0503
MEM 246.519531 1514434563.1555
MEM 246.519531 1514434563.2573
MEM 246.519531 1514434563.3624
MEM 246.519531 1514434563.4657
MEM 246.519531 1514434563.5661
MEM 246.519531 1514434563.6674
MEM 246.519531 1514434563.7681
MEM 246.527344 1514434563.8733
MEM 246.527344 1514434563.9736
MEM 246.527344 1514434564.0738
MEM 246.527344 1514434564.1740
MEM 246.527344 1514434564.2788
MEM 246.527344 1514434564.3839
MEM 246.527344 1514434564.4865
MEM 246.527344 1514434564.5888
MEM 246.527344 1514434564.6940
MEM 246.535156 1514434564.7943
MEM 246.535156 1514434564.8992
MEM 246.535156 1514434565.0004
MEM 246.535156 1514434565.1054
MEM 246.535156 1514434565.2063
MEM 246.539062 1514434565.3080
MEM 246.539062 1514434565.4086
MEM 246.542969 1514434565.5139
MEM 246.542969 1514434565.6143
MEM 246.542969 1514434565.7175
MEM 246.542969 1514434565.8212
MEM 246.542969 1514434565.9217
MEM 246.550781 1514434566.0221
MEM 246.550781 1514434566.1223
MEM 246.550781 1514434566.2238
MEM 246.550781 1514434566.3290
MEM 246.554688 1514434566.4324
MEM 246.554688 1514434566.5342
MEM 246.554688 1514434566.6345
MEM 246.554688 1514434566.7352
MEM 246.558594 1514434566.8368
MEM 246.558594 1514434566.9374
MEM 246.562500 1514434567.0416
MEM 246.562500 1514434567.1442
MEM 246.566406 1514434567.2446
MEM 246.566406 1514434567.3448
MEM 246.566406 1514434567.4502
MEM 246.566406 1514434567.5505
MEM 246.566406 1514434567.6558
MEM 246.566406 1514434567.7610
MEM 246.570312 1514434567.8613
MEM 246.574219 1514434567.9638
MEM 246.574219 1514434568.0659
MEM 246.574219 1514434568.1664
MEM 246.574219 1514434568.2714
MEM 246.578125 1514434568.3717
MEM 246.578125 1514434568.4768
MEM 246.578125 1514434568.5774
MEM 246.582031 1514434568.6787
MEM 246.582031 1514434568.7795
MEM 246.582031 1514434568.8840
MEM 246.585938 1514434568.9893
MEM 246.585938 1514434569.0943
MEM 246.585938 1514434569.1990
MEM 246.585938 1514434569.3006
MEM 246.589844 1514434569.4013
MEM 246.589844 1514434569.5065
MEM 246.593750 1514434569.6117
MEM 246.593750 1514434569.7121
MEM 246.593750 1514434569.8173
MEM 246.593750 1514434569.9175
MEM 246.593750 1514434570.0227
MEM 246.601562 1514434570.1279
MEM 246.605469 1514434570.2331
MEM 246.605469 1514434570.3341
MEM 246.605469 1514434570.4378
MEM 246.605469 1514434570.5419
MEM 246.605469 1514434570.6465
MEM 246.605469 1514434570.7506
MEM 246.609375 1514434570.8546
MEM 246.609375 1514434570.9548
MEM 246.613281 1514434571.0599
MEM 246.613281 1514434571.1613
MEM 246.613281 1514434571.2666
MEM 246.613281 1514434571.3684
MEM 246.613281 1514434571.4687
MEM 246.617188 1514434571.5726
MEM 246.625000 1514434571.6734
MEM 246.636719 1514434571.7785
MEM 246.636719 1514434571.8805
MEM 246.636719 1514434571.9841
MEM 246.636719 1514434572.0843
MEM 246.636719 1514434572.1892
MEM 246.640625 1514434572.2943
MEM 246.644531 1514434572.3973
MEM 246.644531 1514434572.5006
MEM 246.644531 1514434572.6031
MEM 246.644531 1514434572.7043
MEM 246.644531 1514434572.8057
MEM 246.644531 1514434572.9085
MEM 246.648438 1514434573.0136
MEM 246.652344 1514434573.1149
MEM 246.652344 1514434573.2198
MEM 245.917969 1514434573.3250
MEM 245.921875 1514434573.4253
MEM 245.921875 1514434573.5276
MEM 245.921875 1514434573.6327
MEM 245.933594 1514434573.7342
MEM 245.933594 1514434573.8388
MEM 245.933594 1514434573.9421
MEM 245.937500 1514434574.0434
MEM 245.937500 1514434574.1486
MEM 245.937500 1514434574.2507
MEM 245.945312 1514434574.3526
MEM 245.949219 1514434574.4533
MEM 245.949219 1514434574.5538
MEM 245.949219 1514434574.6546
MEM 245.953125 1514434574.7566
MEM 245.960938 1514434574.8648
MEM 245.960938 1514434574.9655
MEM 245.960938 1514434575.0661
MEM 245.960938 1514434575.1712
MEM 245.964844 1514434575.2764
MEM 245.972656 1514434575.3793
MEM 245.972656 1514434575.4843
MEM 245.972656 1514434575.5856
MEM 245.976562 1514434575.6905
MEM 245.976562 1514434575.7913
MEM 245.976562 1514434575.8936
MEM 245.988281 1514434575.9988
MEM 245.996094 1514434576.1008
MEM 245.996094 1514434576.2060
MEM 245.996094 1514434576.3061
MEM 246.000000 1514434576.4064
MEM 246.000000 1514434576.5115
MEM 246.007812 1514434576.6165
MEM 246.007812 1514434576.7183
MEM 246.015625 1514434576.8209
MEM 246.015625 1514434576.9251
MEM 246.019531 1514434577.0303
MEM 246.019531 1514434577.1343
MEM 246.019531 1514434577.2376
MEM 246.019531 1514434577.3428
MEM 246.031250 1514434577.4476
MEM 246.031250 1514434577.5508
MEM 246.031250 1514434577.6560
MEM 246.031250 1514434577.7586
MEM 246.035156 1514434577.8638
MEM 246.035156 1514434577.9691
MEM 246.035156 1514434578.0742
MEM 246.046875 1514434578.1794
MEM 246.046875 1514434578.2843
MEM 246.046875 1514434578.3895
MEM 246.046875 1514434578.4900
MEM 246.050781 1514434578.5943
MEM 246.054688 1514434578.6968
MEM 246.054688 1514434578.8009
MEM 246.066406 1514434578.9044
MEM 246.066406 1514434579.0064
MEM 246.066406 1514434579.1075
MEM 246.070312 1514434579.2122
MEM 246.070312 1514434579.3174
MEM 246.070312 1514434579.4177
MEM 246.070312 1514434579.5187
MEM 246.074219 1514434579.6193
MEM 246.082031 1514434579.7196
MEM 246.082031 1514434579.8201
MEM 246.082031 1514434579.9207
MEM 246.085938 1514434580.0209
MEM 246.085938 1514434580.1356
MEM 246.089844 1514434580.2396
MEM 246.089844 1514434580.3435
MEM 246.093750 1514434580.4452
MEM 246.093750 1514434580.5461
MEM 246.093750 1514434580.6509
MEM 246.101562 1514434580.7551
MEM 246.101562 1514434580.8563
MEM 246.101562 1514434580.9565
MEM 246.105469 1514434581.0572
MEM 246.105469 1514434581.1581
MEM 246.109375 1514434581.2632
MEM 246.109375 1514434581.3650
MEM 246.117188 1514434581.4701
MEM 246.117188 1514434581.5753
MEM 246.117188 1514434581.6784
MEM 246.121094 1514434581.7817
MEM 246.125000 1514434581.8819
MEM 246.125000 1514434581.9845
MEM 246.125000 1514434582.0851
MEM 246.132812 1514434582.1903
MEM 246.132812 1514434582.2939
MEM 246.132812 1514434582.3975
MEM 246.132812 1514434582.5009
MEM 246.140625 1514434582.6016
MEM 246.140625 1514434582.7061
MEM 246.140625 1514434582.8102
MEM 246.148438 1514434582.9122
MEM 246.148438 1514434583.0148
MEM 246.148438 1514434583.1177
MEM 246.152344 1514434583.2185
MEM 246.156250 1514434583.3197
MEM 246.160156 1514434583.4217
MEM 246.160156 1514434583.5254
MEM 246.167969 1514434583.6306
MEM 246.167969 1514434583.7359
MEM 246.167969 1514434583.8380
MEM 246.171875 1514434583.9387
MEM 246.171875 1514434584.0439
MEM 246.175781 1514434584.1479
MEM 246.183594 1514434584.2522
MEM 246.183594 1514434584.3573
MEM 246.183594 1514434584.4625
MEM 246.187500 1514434584.5660
MEM 246.187500 1514434584.6663
MEM 246.191406 1514434584.7687
MEM 246.191406 1514434584.8738
MEM 246.191406 1514434584.9790
MEM 246.199219 1514434585.0802
MEM 246.199219 1514434585.1846
MEM 246.199219 1514434585.2864
MEM 246.199219 1514434585.3901
MEM 246.207031 1514434585.4953
MEM 246.191406 1514434585.5976
MEM 246.191406 1514434585.7020
MEM 246.191406 1514434585.8051
MEM 246.199219 1514434585.9100
MEM 246.199219 1514434586.0148
MEM 246.199219 1514434586.1159
MEM 246.199219 1514434586.2169
MEM 246.207031 1514434586.3177
MEM 246.207031 1514434586.4180
MEM 246.207031 1514434586.5190
MEM 246.210938 1514434586.6201
MEM 246.218750 1514434586.7213
MEM 246.218750 1514434586.8265
MEM 246.222656 1514434586.9318
MEM 246.222656 1514434587.0369
MEM 246.226562 1514434587.1375
MEM 246.226562 1514434587.2400
MEM 246.226562 1514434587.3410
MEM 246.234375 1514434587.4458
MEM 246.234375 1514434587.5509
MEM 246.238281 1514434587.6543
MEM 246.238281 1514434587.7585
MEM 246.101562 1514434587.8636
MEM 246.101562 1514434587.9667
MEM 246.101562 1514434588.0719
MEM 246.109375 1514434588.1767
MEM 246.109375 1514434588.2794
MEM 246.113281 1514434588.3810
MEM 246.117188 1514434588.4847
MEM 246.117188 1514434588.5849
MEM 246.117188 1514434588.6900
MEM 246.117188 1514434588.7943
MEM 246.125000 1514434588.8966
MEM 246.125000 1514434589.0012
MEM 246.128906 1514434589.1023
MEM 246.128906 1514434589.2054
MEM 246.132812 1514434589.3083
MEM 246.132812 1514434589.4108
MEM 246.132812 1514434589.5111
MEM 246.132812 1514434589.6126
MEM 246.140625 1514434589.7139
MEM 246.140625 1514434589.8164
MEM 246.144531 1514434589.9181
MEM 246.152344 1514434590.0187
MEM 246.152344 1514434590.1195
MEM 246.152344 1514434590.2216
MEM 246.152344 1514434590.3254
MEM 246.152344 1514434590.4261
MEM 246.152344 1514434590.5264
MEM 246.164062 1514434590.6271
MEM 246.164062 1514434590.7277
MEM 246.164062 1514434590.8309
MEM 246.164062 1514434590.9359
MEM 246.167969 1514434591.0369
MEM 246.167969 1514434591.1403
MEM 246.167969 1514434591.2435
MEM 246.167969 1514434591.3452
MEM 246.171875 1514434591.4459
MEM 246.179688 1514434591.5498
MEM 246.179688 1514434591.6528
MEM 246.179688 1514434591.7575
MEM 246.179688 1514434591.8615
MEM 246.183594 1514434591.9622
MEM 246.183594 1514434592.0626
MEM 246.187500 1514434592.1634
MEM 246.187500 1514434592.2686
MEM 246.187500 1514434592.3690
MEM 246.187500 1514434592.4735
MEM 246.187500 1514434592.5738
MEM 246.195312 1514434592.6761
MEM 246.195312 1514434592.7768
MEM 246.195312 1514434592.8817
MEM 246.199219 1514434592.9870
MEM 246.199219 1514434593.0904
MEM 246.203125 1514434593.1933
MEM 246.203125 1514434593.2947
MEM 246.207031 1514434593.3983
MEM 246.207031 1514434593.5013
MEM 246.214844 1514434593.6057
MEM 246.218750 1514434593.7109
MEM 246.218750 1514434593.8143
MEM 246.222656 1514434593.9181
MEM 246.222656 1514434594.0233
MEM 246.222656 1514434594.1252
MEM 246.230469 1514434594.2304
MEM 246.230469 1514434594.3317
MEM 246.234375 1514434594.4369
MEM 246.234375 1514434594.5372
MEM 246.234375 1514434594.6378
MEM 246.234375 1514434594.7386
MEM 246.238281 1514434594.8390
MEM 246.238281 1514434594.9409
MEM 246.238281 1514434595.0420
MEM 246.242188 1514434595.1422
MEM 246.250000 1514434595.2460
MEM 246.250000 1514434595.3462
MEM 246.250000 1514434595.4516
MEM 246.250000 1514434595.5568
MEM 246.250000 1514434595.6644
MEM 246.250000 1514434595.7666
MEM 246.253906 1514434595.8684
MEM 246.253906 1514434595.9736
MEM 246.257812 1514434596.0740
MEM 246.257812 1514434596.1789
MEM 246.257812 1514434596.2807
MEM 246.265625 1514434596.3852
MEM 246.265625 1514434596.4875
MEM 246.265625 1514434596.5898
MEM 246.265625 1514434596.6942
MEM 246.273438 1514434596.7983
MEM 246.273438 1514434596.9035
MEM 246.277344 1514434597.0051
MEM 246.277344 1514434597.1057
MEM 246.277344 1514434597.2059
MEM 246.285156 1514434597.3111
MEM 246.289062 1514434597.4163
MEM 246.289062 1514434597.5204
MEM 246.289062 1514434597.6255
MEM 246.292969 1514434597.7307
MEM 246.292969 1514434597.8321
MEM 246.292969 1514434597.9343
MEM 246.292969 1514434598.0377
MEM 246.292969 1514434598.1395
MEM 246.296875 1514434598.2416
MEM 246.296875 1514434598.3468
MEM 246.296875 1514434598.4515
MEM 246.296875 1514434598.5528
MEM 246.304688 1514434598.6580
MEM 246.320312 1514434598.7602
MEM 246.324219 1514434598.8654
MEM 246.324219 1514434598.9658
MEM 246.328125 1514434599.0688
MEM 246.328125 1514434599.1741
MEM 246.328125 1514434599.2780
MEM 246.328125 1514434599.3819
MEM 246.335938 1514434599.4870
MEM 246.339844 1514434599.5923
MEM 246.339844 1514434599.6973
MEM 246.339844 1514434599.8015
MEM 246.339844 1514434599.9058
MEM 246.343750 1514434600.0075
MEM 246.343750 1514434600.1101
MEM 246.343750 1514434600.2113
MEM 246.351562 1514434600.3132
MEM 246.351562 1514434600.4143
MEM 246.351562 1514434600.5152
MEM 246.351562 1514434600.6165
MEM 246.351562 1514434600.7172
MEM 246.351562 1514434600.8198
MEM 246.351562 1514434600.9217
MEM 246.355469 1514434601.0227
MEM 246.355469 1514434601.1265
MEM 246.355469 1514434601.2287
MEM 246.363281 1514434601.3334
MEM 246.363281 1514434601.4343
MEM 246.363281 1514434601.5357
MEM 246.363281 1514434601.6367
MEM 246.367188 1514434601.7419
MEM 246.371094 1514434601.8467
MEM 246.371094 1514434601.9518
MEM 246.371094 1514434602.0529
MEM 246.371094 1514434602.1580
MEM 246.371094 1514434602.2624
MEM 246.378906 1514434602.3677
MEM 246.382812 1514434602.4719
MEM 246.382812 1514434602.5727
MEM 246.382812 1514434602.6756
MEM 246.382812 1514434602.7809
MEM 246.382812 1514434602.8830
MEM 246.382812 1514434602.9832
MEM 246.386719 1514434603.0845
MEM 246.390625 1514434603.1897
MEM 246.394531 1514434603.2947
MEM 246.394531 1514434603.3956
MEM 246.394531 1514434603.5007
MEM 246.394531 1514434603.6016
MEM 246.394531 1514434603.7068
MEM 246.398438 1514434603.8078
MEM 246.398438 1514434603.9130
MEM 246.398438 1514434604.0182
MEM 246.398438 1514434604.1184
MEM 246.406250 1514434604.2236
MEM 246.406250 1514434604.3261
MEM 246.406250 1514434604.4286
MEM 200.781250 1514434604.5339
MEM 218.570312 1514434604.6383
MEM 219.214844 1514434604.7427
MEM 220.460938 1514434604.8479
MEM 248.347656 1514434604.9518
MEM 252.886719 1514434605.0570
MEM 253.601562 1514434605.1611
MEM 253.734375 1514434605.2663
MEM 253.878906 1514434605.3701
MEM 254.414062 1514434605.4710
MEM 261.605469 1514434605.5717
MEM 265.296875 1514434605.6769
MEM 250.859375 1514434605.7821
MEM 254.398438 1514434605.8832
MEM 266.167969 1514434605.9854
MEM 256.410156 1514434606.0867
MEM 258.363281 1514434606.1893
MEM 245.054688 1514434606.2912
MEM 232.207031 1514434606.3922
MEM 232.257812 1514434606.4928
MEM 232.257812 1514434606.5981
MEM 232.265625 1514434606.7018
MEM 232.265625 1514434606.8063
MEM 232.265625 1514434606.9115
MEM 232.265625 1514434607.0150
MEM 232.265625 1514434607.1189
MEM 232.265625 1514434607.2224
MEM 232.265625 1514434607.3254
MEM 232.265625 1514434607.4287
MEM 232.265625 1514434607.5332
MEM 232.265625 1514434607.6357
MEM 232.289062 1514434607.7370
MEM 232.289062 1514434607.8385
MEM 232.289062 1514434607.9391
MEM 232.289062 1514434608.0419
MEM 232.289062 1514434608.1471
MEM 232.289062 1514434608.2518
MEM 232.289062 1514434608.3554
MEM 232.289062 1514434608.4560
MEM 232.289062 1514434608.5587
MEM 232.289062 1514434608.6638
MEM 232.289062 1514434608.7645
MEM 232.289062 1514434608.8665
MEM 232.289062 1514434608.9668
MEM 232.300781 1514434609.0699
MEM 232.300781 1514434609.1734
MEM 232.300781 1514434609.2741
MEM 232.300781 1514434609.3793
MEM 232.300781 1514434609.4843
MEM 232.300781 1514434609.5894
MEM 232.300781 1514434609.6946
MEM 232.300781 1514434609.7963
MEM 232.300781 1514434609.8971
MEM 232.300781 1514434610.0019
MEM 232.300781 1514434610.1071
MEM 232.300781 1514434610.2118
MEM 232.300781 1514434610.3165
MEM 232.300781 1514434610.4217
MEM 232.300781 1514434610.5253
MEM 232.300781 1514434610.6264
MEM 232.300781 1514434610.7289
MEM 232.300781 1514434610.8296
MEM 232.300781 1514434610.9302
MEM 232.300781 1514434611.0354
MEM 232.300781 1514434611.1381
MEM 232.300781 1514434611.2408
MEM 232.300781 1514434611.3411
MEM 232.300781 1514434611.4414
MEM 232.300781 1514434611.5452
MEM 232.300781 1514434611.6470
MEM 232.300781 1514434611.7519
MEM 232.300781 1514434611.8564
MEM 232.300781 1514434611.9574
MEM 232.300781 1514434612.0591
MEM 232.300781 1514434612.1593
MEM 232.300781 1514434612.2613
MEM 232.300781 1514434612.3637
MEM 232.300781 1514434612.4686
MEM 232.300781 1514434612.5738
MEM 232.300781 1514434612.6748
MEM 232.300781 1514434612.7752
MEM 232.300781 1514434612.8789
MEM 232.300781 1514434612.9841
MEM 232.300781 1514434613.0855
MEM 232.300781 1514434613.1870
MEM 232.300781 1514434613.2873
MEM 232.300781 1514434613.3880
MEM 232.300781 1514434613.4891
MEM 232.300781 1514434613.5926
MEM 232.300781 1514434613.6952
MEM 232.300781 1514434613.8004
MEM 232.300781 1514434613.9020
MEM 232.300781 1514434614.0026
MEM 232.300781 1514434614.1030
MEM 232.300781 1514434614.2069
MEM 232.300781 1514434614.3075
MEM 232.300781 1514434614.4127
MEM 232.300781 1514434614.5179
MEM 232.304688 1514434614.6231
MEM 232.304688 1514434614.7262
MEM 232.304688 1514434614.8265
MEM 232.304688 1514434614.9301
MEM 232.304688 1514434615.0353
MEM 232.304688 1514434615.1397
MEM 232.304688 1514434615.2417
MEM 232.304688 1514434615.3435
MEM 232.304688 1514434615.4461
MEM 232.304688 1514434615.5513
MEM 232.304688 1514434615.6521
MEM 232.304688 1514434615.7572
MEM 232.304688 1514434615.8590
MEM 232.304688 1514434615.9642
MEM 232.304688 1514434616.0693
MEM 232.304688 1514434616.1745
MEM 232.304688 1514434616.2751
MEM 232.304688 1514434616.3765
MEM 232.304688 1514434616.4777
MEM 232.304688 1514434616.5790
MEM 232.304688 1514434616.6795
MEM 232.304688 1514434616.7845
MEM 232.304688 1514434616.8856
MEM 232.304688 1514434616.9868
MEM 232.304688 1514434617.0920
MEM 232.304688 1514434617.1965
MEM 232.304688 1514434617.3017
MEM 232.304688 1514434617.4042
MEM 232.304688 1514434617.5078
MEM 232.304688 1514434617.6081
MEM 232.304688 1514434617.7132
MEM 232.304688 1514434617.8182
MEM 232.304688 1514434617.9223
MEM 232.304688 1514434618.0234
MEM 232.304688 1514434618.1248
MEM 232.304688 1514434618.2263
MEM 232.304688 1514434618.3298
MEM 232.304688 1514434618.4319
MEM 232.304688 1514434618.5356
MEM 232.304688 1514434618.6370
MEM 232.304688 1514434618.7411
MEM 232.304688 1514434618.8432
MEM 232.304688 1514434618.9473
MEM 232.304688 1514434619.0480
MEM 232.304688 1514434619.1492
MEM 232.304688 1514434619.2522
MEM 232.304688 1514434619.3573
MEM 232.304688 1514434619.4601
MEM 232.304688 1514434619.5653
MEM 232.304688 1514434619.6704
MEM 232.304688 1514434619.7756
MEM 232.304688 1514434619.8806
MEM 232.304688 1514434619.9858
MEM 232.304688 1514434620.0869
MEM 232.304688 1514434620.1904
MEM 232.304688 1514434620.2951
MEM 232.304688 1514434620.4003
MEM 232.304688 1514434620.5022
MEM 232.304688 1514434620.6074
MEM 232.304688 1514434620.7125
MEM 232.304688 1514434620.8143
MEM 232.304688 1514434620.9168
MEM 232.304688 1514434621.0203
MEM 232.304688 1514434621.1248
MEM 232.304688 1514434621.2260
MEM 232.304688 1514434621.3263
MEM 232.304688 1514434621.4315
MEM 232.304688 1514434621.5364
MEM 232.304688 1514434621.6373
MEM 232.304688 1514434621.7425
MEM 232.304688 1514434621.8477
MEM 232.304688 1514434621.9523
MEM 232.304688 1514434622.0554
MEM 232.304688 1514434622.1606
MEM 232.304688 1514434622.2632
MEM 232.304688 1514434622.3679
MEM 232.304688 1514434622.4682
MEM 232.304688 1514434622.5703
MEM 232.304688 1514434622.6756
MEM 232.304688 1514434622.7808
MEM 232.304688 1514434622.8812
MEM 232.304688 1514434622.9863
MEM 232.304688 1514434623.0915
MEM 232.304688 1514434623.1922
MEM 232.304688 1514434623.2974
MEM 232.304688 1514434623.4023
MEM 232.304688 1514434623.5076
MEM 232.304688 1514434623.6128
MEM 232.304688 1514434623.7180
MEM 232.304688 1514434623.8188
MEM 232.304688 1514434623.9193
MEM 232.304688 1514434624.0199
MEM 232.304688 1514434624.1235
MEM 232.304688 1514434624.2279
MEM 232.304688 1514434624.3321
MEM 232.304688 1514434624.4359
MEM 232.304688 1514434624.5391
MEM 232.304688 1514434624.6441
MEM 232.304688 1514434624.7493
MEM 232.304688 1514434624.8524
MEM 232.304688 1514434624.9568
MEM 232.304688 1514434625.0620
MEM 232.304688 1514434625.1625
MEM 232.304688 1514434625.2633
MEM 232.304688 1514434625.3660
MEM 232.304688 1514434625.4708
MEM 232.304688 1514434625.5712
MEM 232.304688 1514434625.6766
MEM 232.304688 1514434625.7816
MEM 232.304688 1514434625.8868
MEM 232.304688 1514434625.9919
MEM 232.304688 1514434626.0969
MEM 232.304688 1514434626.1975
MEM 232.304688 1514434626.2980
MEM 232.304688 1514434626.4025
MEM 232.304688 1514434626.5038
MEM 232.304688 1514434626.6090
MEM 232.304688 1514434626.7142
MEM 232.304688 1514434626.8167
MEM 232.304688 1514434626.9203
MEM 232.304688 1514434627.0212
MEM 232.304688 1514434627.1264
MEM 232.304688 1514434627.2315
MEM 232.304688 1514434627.3360
MEM 232.304688 1514434627.4411
MEM 232.304688 1514434627.5462
MEM 232.304688 1514434627.6515
MEM 232.304688 1514434627.7548
MEM 232.304688 1514434627.8600
MEM 232.304688 1514434627.9651
MEM 232.304688 1514434628.0673
MEM 232.304688 1514434628.1703
MEM 232.304688 1514434628.2754
MEM 232.304688 1514434628.3757
MEM 232.304688 1514434628.4767
MEM 232.304688 1514434628.5819
MEM 232.304688 1514434628.6871
MEM 232.304688 1514434628.7923
MEM 232.304688 1514434628.8975
MEM 232.324219 1514434629.0025
MEM 232.324219 1514434629.1068
MEM 232.324219 1514434629.2099
MEM 232.324219 1514434629.3125
MEM 232.324219 1514434629.4156
MEM 232.324219 1514434629.5169
MEM 232.324219 1514434629.6221
MEM 232.324219 1514434629.7272
MEM 232.324219 1514434629.8324
MEM 232.324219 1514434629.9368
MEM 232.324219 1514434630.0420
MEM 232.324219 1514434630.1458
MEM 232.324219 1514434630.2509
MEM 232.324219 1514434630.3525
MEM 232.324219 1514434630.4577
MEM 232.324219 1514434630.5629
MEM 232.324219 1514434630.6681
MEM 232.324219 1514434630.7720
MEM 232.324219 1514434630.8740
MEM 232.324219 1514434630.9760
MEM 232.324219 1514434631.0780
MEM 232.324219 1514434631.1804
MEM 232.324219 1514434631.2816
MEM 232.324219 1514434631.3861
MEM 232.324219 1514434631.4865
MEM 232.324219 1514434631.5878
MEM 232.324219 1514434631.6899
MEM 232.324219 1514434631.7925
MEM 232.324219 1514434631.8943
MEM 232.324219 1514434631.9963
MEM 232.324219 1514434632.0984
MEM 232.324219 1514434632.2027
MEM 232.324219 1514434632.3035
MEM 232.324219 1514434632.4046
MEM 232.324219 1514434632.5068
MEM 232.324219 1514434632.6093
MEM 232.324219 1514434632.7105
MEM 232.324219 1514434632.8119
MEM 232.324219 1514434632.9169
MEM 232.324219 1514434633.0177
MEM 232.324219 1514434633.1187
MEM 232.324219 1514434633.2199
MEM 232.324219 1514434633.3216
MEM 232.324219 1514434633.4246
MEM 232.324219 1514434633.5258
MEM 232.324219 1514434633.6282
MEM 232.324219 1514434633.7309
MEM 232.324219 1514434633.8325
MEM 232.324219 1514434633.9362
MEM 232.324219 1514434634.0368
MEM 232.324219 1514434634.1378
MEM 232.324219 1514434634.2398
MEM 232.324219 1514434634.3413
MEM 232.324219 1514434634.4430
MEM 232.324219 1514434634.5464
MEM 232.324219 1514434634.6489
MEM 232.324219 1514434634.7504
MEM 232.324219 1514434634.8527
MEM 232.324219 1514434634.9546
MEM 232.324219 1514434635.0565
MEM 232.324219 1514434635.1608
MEM 232.324219 1514434635.2612
MEM 232.324219 1514434635.3616
MEM 232.324219 1514434635.4637
MEM 232.324219 1514434635.5655
MEM 232.324219 1514434635.6707
MEM 232.324219 1514434635.7758
MEM 232.324219 1514434635.8786
MEM 232.324219 1514434635.9808
MEM 232.324219 1514434636.0820
MEM 232.324219 1514434636.1868
MEM 232.324219 1514434636.2874
MEM 232.324219 1514434636.3924
MEM 232.324219 1514434636.4975
MEM 232.324219 1514434636.6025
MEM 232.324219 1514434636.7077
MEM 232.324219 1514434636.8112
MEM 232.324219 1514434636.9164
MEM 232.324219 1514434637.0216
MEM 232.324219 1514434637.1226
MEM 232.324219 1514434637.2257
MEM 232.324219 1514434637.3308
MEM 232.324219 1514434637.4358
MEM 232.324219 1514434637.5410
MEM 232.324219 1514434637.6454
MEM 232.324219 1514434637.7457
MEM 232.324219 1514434637.8487
MEM 232.324219 1514434637.9528
MEM 232.324219 1514434638.0579
MEM 232.324219 1514434638.1629
MEM 232.324219 1514434638.2680
MEM 232.324219 1514434638.3701
MEM 232.324219 1514434638.4751
MEM 232.324219 1514434638.5754
MEM 232.324219 1514434638.6786
MEM 232.324219 1514434638.7838
MEM 232.324219 1514434638.8863
MEM 232.324219 1514434638.9915
MEM 232.324219 1514434639.0966
MEM 232.324219 1514434639.1972
MEM 232.324219 1514434639.3022
MEM 232.324219 1514434639.4028
MEM 232.324219 1514434639.5081
MEM 232.324219 1514434639.6131
MEM 232.324219 1514434639.7170
MEM 232.324219 1514434639.8222
MEM 232.324219 1514434639.9272
MEM 232.324219 1514434640.0275
MEM 232.324219 1514434640.1300
MEM 232.324219 1514434640.2351
MEM 232.324219 1514434640.3364
MEM 232.324219 1514434640.4372
MEM 232.324219 1514434640.5424
MEM 232.324219 1514434640.6439
MEM 232.324219 1514434640.7479
MEM 232.324219 1514434640.8524
MEM 232.324219 1514434640.9529
MEM 232.324219 1514434641.0561
MEM 232.324219 1514434641.1582
MEM 232.324219 1514434641.2609
MEM 232.324219 1514434641.3611
MEM 232.324219 1514434641.4616
MEM 232.324219 1514434641.5715
MEM 232.332031 1514434641.6719
MEM 232.332031 1514434641.7736
MEM 232.332031 1514434641.8744
MEM 232.332031 1514434641.9793
MEM 232.332031 1514434642.0840
MEM 232.332031 1514434642.1864
MEM 232.332031 1514434642.2877
MEM 232.332031 1514434642.3928
MEM 232.332031 1514434642.4966
MEM 232.332031 1514434642.6017
MEM 232.332031 1514434642.7060
MEM 232.332031 1514434642.8066
MEM 232.332031 1514434642.9102
MEM 232.332031 1514434643.0133
MEM 232.332031 1514434643.1144
MEM 232.332031 1514434643.2166
MEM 232.332031 1514434643.3218
