CMDLINE python2.7 19-Quick-Implement-for-difference-distance.py
MEM 246.527344 1514434474.0195
MEM 246.527344 1514434474.1223
MEM 246.527344 1514434474.2275
MEM 246.527344 1514434474.3309
MEM 246.527344 1514434474.4313
MEM 246.527344 1514434474.5358
MEM 246.531250 1514434474.6366
MEM 246.531250 1514434474.7373
MEM 246.531250 1514434474.8410
MEM 246.531250 1514434474.9436
MEM 246.531250 1514434475.0474
MEM 246.531250 1514434475.1526
MEM 246.531250 1514434475.2564
MEM 246.531250 1514434475.3613
MEM 246.535156 1514434475.4614
MEM 246.535156 1514434475.5626
MEM 246.535156 1514434475.6634
MEM 246.535156 1514434475.7645
MEM 246.535156 1514434475.8654
MEM 246.535156 1514434475.9656
MEM 246.535156 1514434476.0666
MEM 246.539062 1514434476.1718
MEM 246.539062 1514434476.2758
MEM 246.542969 1514434476.3810
MEM 246.542969 1514434476.4832
MEM 246.546875 1514434476.5884
MEM 246.546875 1514434476.6936
MEM 246.546875 1514434476.7975
MEM 246.550781 1514434476.9027
MEM 246.550781 1514434477.0079
MEM 246.550781 1514434477.1131
MEM 246.550781 1514434477.2165
MEM 246.550781 1514434477.3218
MEM 246.550781 1514434477.4229
MEM 246.550781 1514434477.5264
MEM 246.554688 1514434477.6311
MEM 246.539062 1514434477.7356
MEM 246.539062 1514434477.8399
MEM 246.539062 1514434477.9450
MEM 246.539062 1514434478.0476
MEM 246.539062 1514434478.1527
MEM 246.542969 1514434478.2579
MEM 246.542969 1514434478.3630
MEM 246.542969 1514434478.4676
MEM 246.542969 1514434478.5727
MEM 246.542969 1514434478.6752
MEM 246.542969 1514434478.7754
MEM 246.542969 1514434478.8806
MEM 246.546875 1514434478.9840
MEM 246.546875 1514434479.0892
MEM 246.546875 1514434479.1898
MEM 246.546875 1514434479.2918
MEM 246.546875 1514434479.3969
MEM 246.546875 1514434479.4976
MEM 246.550781 1514434479.6028
MEM 246.554688 1514434479.7030
MEM 246.558594 1514434479.8081
MEM 246.558594 1514434479.9115
MEM 246.558594 1514434480.0133
MEM 246.558594 1514434480.1185
MEM 246.558594 1514434480.2187
MEM 246.562500 1514434480.3239
MEM 246.562500 1514434480.4291
MEM 246.562500 1514434480.5311
MEM 246.562500 1514434480.6363
MEM 246.562500 1514434480.7415
MEM 246.562500 1514434480.8458
MEM 246.566406 1514434480.9476
MEM 246.566406 1514434481.0480
MEM 246.566406 1514434481.1488
MEM 246.566406 1514434481.2492
MEM 246.566406 1514434481.3510
MEM 246.566406 1514434481.4520
MEM 246.566406 1514434481.5525
MEM 246.570312 1514434481.6536
MEM 246.570312 1514434481.7584
MEM 246.570312 1514434481.8610
MEM 246.570312 1514434481.9661
MEM 246.570312 1514434482.0713
MEM 246.570312 1514434482.1765
MEM 246.570312 1514434482.2811
MEM 246.574219 1514434482.3820
MEM 246.574219 1514434482.4872
MEM 246.574219 1514434482.5923
MEM 246.578125 1514434482.6975
MEM 246.578125 1514434482.8004
MEM 246.578125 1514434482.9056
MEM 246.582031 1514434483.0108
MEM 246.582031 1514434483.1125
MEM 246.582031 1514434483.2176
MEM 246.585938 1514434483.3190
MEM 246.585938 1514434483.4242
MEM 246.585938 1514434483.5294
MEM 246.585938 1514434483.6312
MEM 246.589844 1514434483.7365
MEM 246.589844 1514434483.8417
MEM 246.589844 1514434483.9436
MEM 246.589844 1514434484.0477
MEM 246.589844 1514434484.1513
MEM 246.589844 1514434484.2519
MEM 246.593750 1514434484.3569
MEM 246.593750 1514434484.4615
MEM 246.593750 1514434484.5650
MEM 246.593750 1514434484.6653
MEM 246.593750 1514434484.7705
MEM 246.593750 1514434484.8713
MEM 246.593750 1514434484.9717
MEM 246.597656 1514434485.0768
MEM 246.601562 1514434485.1813
MEM 246.601562 1514434485.2862
MEM 246.601562 1514434485.3914
MEM 246.601562 1514434485.4960
MEM 246.601562 1514434485.5993
MEM 246.605469 1514434485.7024
MEM 246.609375 1514434485.8076
MEM 246.609375 1514434485.9121
MEM 246.609375 1514434486.0172
MEM 246.609375 1514434486.1224
MEM 246.609375 1514434486.2252
MEM 246.609375 1514434486.3262
MEM 246.613281 1514434486.4312
MEM 246.613281 1514434486.5319
MEM 246.613281 1514434486.6341
MEM 246.613281 1514434486.7392
MEM 246.613281 1514434486.8408
MEM 246.613281 1514434486.9460
MEM 246.613281 1514434487.0478
MEM 246.617188 1514434487.1530
MEM 246.617188 1514434487.2557
MEM 246.617188 1514434487.3572
MEM 246.617188 1514434487.4619
MEM 246.617188 1514434487.5657
MEM 246.621094 1514434487.6668
MEM 246.621094 1514434487.7672
MEM 246.625000 1514434487.8705
MEM 246.625000 1514434487.9757
MEM 246.625000 1514434488.0808
MEM 246.625000 1514434488.1826
MEM 246.625000 1514434488.2852
MEM 246.625000 1514434488.3870
MEM 246.628906 1514434488.4885
MEM 246.628906 1514434488.5915
MEM 246.628906 1514434488.6963
MEM 246.628906 1514434488.7993
MEM 246.632812 1514434488.9045
MEM 246.632812 1514434489.0096
MEM 246.632812 1514434489.1148
MEM 246.636719 1514434489.2191
MEM 246.636719 1514434489.3243
MEM 246.636719 1514434489.4295
MEM 246.636719 1514434489.5314
MEM 246.636719 1514434489.6330
MEM 246.636719 1514434489.7382
MEM 246.636719 1514434489.8384
MEM 246.640625 1514434489.9436
MEM 246.640625 1514434490.0481
MEM 246.640625 1514434490.1517
MEM 246.640625 1514434490.2557
MEM 245.644531 1514434490.3572
MEM 245.644531 1514434490.4624
MEM 245.652344 1514434490.5626
MEM 245.656250 1514434490.6635
MEM 245.656250 1514434490.7652
MEM 245.656250 1514434490.8666
MEM 245.656250 1514434490.9676
MEM 245.656250 1514434491.0695
MEM 245.656250 1514434491.1715
MEM 245.664062 1514434491.2762
MEM 245.664062 1514434491.3814
MEM 245.664062 1514434491.4832
MEM 245.664062 1514434491.5860
MEM 245.664062 1514434491.6911
MEM 245.671875 1514434491.7963
MEM 245.671875 1514434491.8980
MEM 245.683594 1514434492.0020
MEM 245.683594 1514434492.1071
MEM 245.683594 1514434492.2099
MEM 245.691406 1514434492.3129
MEM 245.699219 1514434492.4181
MEM 245.699219 1514434492.5232
MEM 245.703125 1514434492.6244
MEM 245.703125 1514434492.7296
MEM 245.703125 1514434492.8315
MEM 245.710938 1514434492.9326
MEM 245.710938 1514434493.0356
MEM 245.710938 1514434493.1407
MEM 245.710938 1514434493.2425
MEM 245.714844 1514434493.3477
MEM 245.714844 1514434493.4480
MEM 245.718750 1514434493.5485
MEM 245.718750 1514434493.6536
MEM 245.718750 1514434493.7575
MEM 245.718750 1514434493.8578
MEM 245.718750 1514434493.9623
MEM 245.722656 1514434494.0625
MEM 245.722656 1514434494.1657
MEM 245.722656 1514434494.2676
MEM 245.730469 1514434494.3728
MEM 245.730469 1514434494.4779
MEM 245.730469 1514434494.5818
MEM 245.730469 1514434494.6869
MEM 245.734375 1514434494.7871
MEM 245.734375 1514434494.8923
MEM 245.734375 1514434494.9975
MEM 245.734375 1514434495.1026
MEM 245.738281 1514434495.2043
MEM 245.738281 1514434495.3095
MEM 245.738281 1514434495.4147
MEM 245.742188 1514434495.5199
MEM 245.746094 1514434495.6248
MEM 245.746094 1514434495.7253
MEM 245.746094 1514434495.8305
MEM 245.746094 1514434495.9327
MEM 245.746094 1514434496.0379
MEM 245.746094 1514434496.1404
MEM 245.750000 1514434496.2456
MEM 245.750000 1514434496.3507
MEM 245.750000 1514434496.4559
MEM 245.750000 1514434496.5586
MEM 245.750000 1514434496.6597
MEM 245.750000 1514434496.7608
MEM 245.753906 1514434496.8655
MEM 245.753906 1514434496.9707
MEM 245.761719 1514434497.0755
MEM 245.761719 1514434497.1785
MEM 245.761719 1514434497.2817
MEM 245.761719 1514434497.3822
MEM 245.761719 1514434497.4842
MEM 245.769531 1514434497.5861
MEM 245.769531 1514434497.6880
MEM 245.769531 1514434497.7890
MEM 245.769531 1514434497.8917
MEM 245.769531 1514434497.9936
MEM 245.777344 1514434498.0981
MEM 245.777344 1514434498.2020
MEM 245.785156 1514434498.3071
MEM 245.785156 1514434498.4093
MEM 245.785156 1514434498.5119
MEM 245.785156 1514434498.6139
MEM 245.785156 1514434498.7163
MEM 245.785156 1514434498.8172
MEM 245.792969 1514434498.9225
MEM 245.792969 1514434499.0275
MEM 245.792969 1514434499.1317
MEM 245.796875 1514434499.2329
MEM 245.796875 1514434499.3344
MEM 245.796875 1514434499.4369
MEM 245.796875 1514434499.5386
MEM 245.800781 1514434499.6405
MEM 245.800781 1514434499.7455
MEM 245.800781 1514434499.8483
MEM 245.800781 1514434499.9533
MEM 245.800781 1514434500.0579
MEM 245.800781 1514434500.1596
MEM 245.804688 1514434500.2627
MEM 245.804688 1514434500.3631
MEM 245.804688 1514434500.4683
MEM 245.808594 1514434500.5688
MEM 245.808594 1514434500.6738
MEM 245.808594 1514434500.7787
MEM 245.808594 1514434500.8819
MEM 245.812500 1514434500.9869
MEM 245.812500 1514434501.0885
MEM 245.812500 1514434501.1889
MEM 245.812500 1514434501.2941
MEM 245.816406 1514434501.3983
MEM 245.820312 1514434501.4992
MEM 245.820312 1514434501.6031
MEM 245.824219 1514434501.7058
MEM 245.824219 1514434501.8109
MEM 245.824219 1514434501.9127
MEM 245.824219 1514434502.0180
MEM 245.824219 1514434502.1192
MEM 245.828125 1514434502.2244
MEM 245.832031 1514434502.3253
MEM 245.832031 1514434502.4286
MEM 245.832031 1514434502.5319
MEM 245.839844 1514434502.6321
MEM 245.839844 1514434502.7345
MEM 245.839844 1514434502.8396
MEM 245.839844 1514434502.9447
MEM 245.843750 1514434503.0486
MEM 245.843750 1514434503.1495
MEM 245.843750 1514434503.2534
MEM 245.847656 1514434503.3577
MEM 245.847656 1514434503.4582
MEM 245.847656 1514434503.5624
MEM 245.847656 1514434503.6673
MEM 245.851562 1514434503.7715
MEM 245.851562 1514434503.8766
MEM 245.851562 1514434503.9806
MEM 245.851562 1514434504.0820
MEM 245.859375 1514434504.1871
MEM 245.859375 1514434504.2923
MEM 245.859375 1514434504.3975
MEM 245.867188 1514434504.4998
MEM 245.867188 1514434504.6002
MEM 245.867188 1514434504.7033
MEM 245.871094 1514434504.8072
MEM 245.871094 1514434504.9092
MEM 245.871094 1514434505.0135
MEM 245.871094 1514434505.1187
MEM 245.875000 1514434505.2237
MEM 245.882812 1514434505.3289
MEM 245.882812 1514434505.4323
MEM 245.882812 1514434505.5357
MEM 245.882812 1514434505.6408
MEM 245.882812 1514434505.7444
MEM 245.890625 1514434505.8484
MEM 245.890625 1514434505.9536
MEM 245.890625 1514434506.0579
MEM 245.890625 1514434506.1631
MEM 245.890625 1514434506.2683
MEM 245.890625 1514434506.3731
MEM 245.898438 1514434506.4783
MEM 245.902344 1514434506.5822
MEM 245.902344 1514434506.6870
MEM 245.902344 1514434506.7921
MEM 245.906250 1514434506.8973
MEM 245.906250 1514434506.9999
MEM 245.906250 1514434507.1051
MEM 245.906250 1514434507.2086
MEM 245.910156 1514434507.3088
MEM 245.917969 1514434507.4140
MEM 245.917969 1514434507.5175
MEM 245.917969 1514434507.6178
MEM 245.921875 1514434507.7190
MEM 245.921875 1514434507.8192
MEM 245.921875 1514434507.9232
MEM 245.925781 1514434508.0270
MEM 245.929688 1514434508.1277
MEM 245.929688 1514434508.2321
MEM 245.929688 1514434508.3352
MEM 245.937500 1514434508.4358
MEM 245.937500 1514434508.5369
MEM 245.937500 1514434508.6381
MEM 245.937500 1514434508.7401
MEM 245.945312 1514434508.8432
MEM 245.945312 1514434508.9484
MEM 245.945312 1514434509.0535
MEM 245.945312 1514434509.1586
MEM 245.953125 1514434509.2638
MEM 245.953125 1514434509.3661
MEM 245.953125 1514434509.4667
MEM 245.957031 1514434509.5719
MEM 245.960938 1514434509.6771
MEM 245.960938 1514434509.7821
MEM 245.960938 1514434509.8838
MEM 245.960938 1514434509.9850
MEM 245.968750 1514434510.0902
MEM 245.972656 1514434510.1953
MEM 245.972656 1514434510.3005
MEM 245.972656 1514434510.4054
MEM 245.972656 1514434510.5087
MEM 245.972656 1514434510.6139
MEM 245.976562 1514434510.7190
MEM 245.976562 1514434510.8199
MEM 245.980469 1514434510.9204
MEM 245.984375 1514434511.0256
MEM 245.992188 1514434511.1307
MEM 245.992188 1514434511.2352
MEM 245.992188 1514434511.3391
MEM 245.992188 1514434511.4402
MEM 245.996094 1514434511.5435
MEM 246.000000 1514434511.6486
MEM 246.000000 1514434511.7538
MEM 246.000000 1514434511.8590
MEM 246.007812 1514434511.9605
MEM 246.007812 1514434512.0656
MEM 246.007812 1514434512.1707
MEM 246.011719 1514434512.2747
MEM 246.011719 1514434512.3765
MEM 246.011719 1514434512.4779
MEM 246.015625 1514434512.5822
MEM 246.015625 1514434512.6858
MEM 246.015625 1514434512.7910
MEM 246.015625 1514434512.8961
MEM 246.019531 1514434512.9986
MEM 246.027344 1514434513.1038
MEM 246.027344 1514434513.2090
MEM 246.027344 1514434513.3125
MEM 246.027344 1514434513.4177
MEM 246.031250 1514434513.5229
MEM 246.035156 1514434513.6281
MEM 246.035156 1514434513.7322
MEM 246.035156 1514434513.8374
MEM 246.042969 1514434513.9425
MEM 246.046875 1514434514.0434
MEM 246.046875 1514434514.1448
MEM 246.046875 1514434514.2487
MEM 246.054688 1514434514.3539
MEM 246.054688 1514434514.4590
MEM 246.054688 1514434514.5642
MEM 246.054688 1514434514.6648
MEM 246.062500 1514434514.7669
MEM 246.062500 1514434514.8674
MEM 246.066406 1514434514.9724
MEM 246.070312 1514434515.0745
MEM 246.070312 1514434515.1749
MEM 246.070312 1514434515.2771
MEM 246.078125 1514434515.3773
MEM 246.078125 1514434515.4810
MEM 246.078125 1514434515.5823
MEM 246.082031 1514434515.6861
MEM 246.085938 1514434515.7912
MEM 246.085938 1514434515.8964
MEM 246.085938 1514434515.9988
MEM 246.085938 1514434516.1040
MEM 246.093750 1514434516.2059
MEM 246.093750 1514434516.3110
MEM 246.097656 1514434516.4139
MEM 246.097656 1514434516.5165
MEM 246.101562 1514434516.6190
MEM 246.101562 1514434516.7201
MEM 246.101562 1514434516.8229
MEM 246.101562 1514434516.9231
MEM 246.113281 1514434517.0268
MEM 246.117188 1514434517.1319
MEM 246.117188 1514434517.2323
MEM 246.117188 1514434517.3325
MEM 246.121094 1514434517.4376
MEM 246.121094 1514434517.5428
MEM 246.121094 1514434517.6479
MEM 246.136719 1514434517.7489
MEM 246.144531 1514434517.8540
MEM 246.144531 1514434517.9592
MEM 246.148438 1514434518.0632
MEM 246.148438 1514434518.1662
MEM 246.148438 1514434518.2691
MEM 246.148438 1514434518.3720
MEM 246.160156 1514434518.4748
MEM 246.160156 1514434518.5799
MEM 246.160156 1514434518.6823
MEM 246.164062 1514434518.7875
MEM 246.164062 1514434518.8927
MEM 246.164062 1514434518.9978
MEM 246.175781 1514434519.0989
MEM 246.175781 1514434519.1996
MEM 246.175781 1514434519.3048
MEM 246.175781 1514434519.4083
MEM 246.179688 1514434519.5104
MEM 246.179688 1514434519.6156
MEM 246.179688 1514434519.7161
MEM 246.183594 1514434519.8189
MEM 246.191406 1514434519.9236
MEM 246.191406 1514434520.0282
MEM 246.191406 1514434520.1324
MEM 246.195312 1514434520.2356
MEM 246.195312 1514434520.3361
MEM 246.195312 1514434520.4414
MEM 246.203125 1514434520.5456
MEM 246.203125 1514434520.6492
MEM 246.203125 1514434520.7504
MEM 246.203125 1514434520.8553
MEM 246.203125 1514434520.9563
MEM 246.203125 1514434521.0574
MEM 246.203125 1514434521.1580
MEM 246.210938 1514434521.2587
MEM 246.214844 1514434521.3589
MEM 246.214844 1514434521.4600
MEM 246.214844 1514434521.5618
MEM 246.218750 1514434521.6657
MEM 246.218750 1514434521.7680
MEM 246.218750 1514434521.8729
MEM 246.226562 1514434521.9731
MEM 246.230469 1514434522.0780
MEM 246.230469 1514434522.1825
MEM 246.230469 1514434522.2874
MEM 246.234375 1514434522.3926
MEM 246.234375 1514434522.4974
MEM 246.234375 1514434522.6020
MEM 246.238281 1514434522.7031
MEM 246.246094 1514434522.8083
MEM 246.246094 1514434522.9135
MEM 246.246094 1514434523.0182
MEM 246.246094 1514434523.1225
MEM 246.250000 1514434523.2262
MEM 246.250000 1514434523.3273
MEM 246.253906 1514434523.4293
MEM 246.257812 1514434523.5325
MEM 246.265625 1514434523.6327
MEM 246.265625 1514434523.7346
MEM 246.265625 1514434523.8363
MEM 246.265625 1514434523.9379
MEM 246.269531 1514434524.0384
MEM 246.269531 1514434524.1403
MEM 246.273438 1514434524.2423
MEM 246.273438 1514434524.3450
MEM 246.281250 1514434524.4491
MEM 246.281250 1514434524.5541
MEM 246.285156 1514434524.6591
MEM 246.289062 1514434524.7642
MEM 246.289062 1514434524.8644
MEM 246.292969 1514434524.9678
MEM 246.300781 1514434525.0717
MEM 246.300781 1514434525.1719
MEM 246.300781 1514434525.2728
MEM 246.300781 1514434525.3744
MEM 246.304688 1514434525.4774
MEM 246.304688 1514434525.5826
MEM 246.304688 1514434525.6827
MEM 246.308594 1514434525.7878
MEM 246.316406 1514434525.8928
MEM 246.316406 1514434525.9938
MEM 246.316406 1514434526.0949
MEM 246.320312 1514434526.1991
MEM 246.320312 1514434526.2993
MEM 246.320312 1514434526.3998
MEM 246.332031 1514434526.5044
MEM 246.332031 1514434526.6064
MEM 246.332031 1514434526.7067
MEM 246.332031 1514434526.8095
MEM 246.339844 1514434526.9134
MEM 246.339844 1514434527.0139
MEM 246.339844 1514434527.1191
MEM 246.343750 1514434527.2223
MEM 246.351562 1514434527.3229
MEM 246.351562 1514434527.4280
MEM 246.351562 1514434527.5326
MEM 246.351562 1514434527.6378
MEM 246.351562 1514434527.7428
MEM 246.359375 1514434527.8479
MEM 246.359375 1514434527.9492
MEM 246.359375 1514434528.0530
MEM 246.359375 1514434528.1580
MEM 246.359375 1514434528.2612
MEM 246.367188 1514434528.3662
MEM 246.367188 1514434528.4701
MEM 246.371094 1514434528.5707
MEM 246.371094 1514434528.6730
MEM 246.375000 1514434528.7773
MEM 246.375000 1514434528.8812
MEM 246.375000 1514434528.9836
MEM 246.375000 1514434529.0847
MEM 246.375000 1514434529.1850
MEM 246.382812 1514434529.2852
MEM 246.386719 1514434529.3854
MEM 246.386719 1514434529.4887
MEM 246.386719 1514434529.5913
MEM 246.386719 1514434529.6920
MEM 246.390625 1514434529.7971
MEM 246.390625 1514434529.8992
MEM 246.390625 1514434530.0043
MEM 246.402344 1514434530.1072
MEM 246.406250 1514434530.2097
MEM 246.406250 1514434530.3149
MEM 246.410156 1514434530.4200
MEM 246.410156 1514434530.5216
MEM 246.410156 1514434530.6224
MEM 246.417969 1514434530.7248
MEM 246.417969 1514434530.8253
MEM 246.421875 1514434530.9304
MEM 246.421875 1514434531.0335
MEM 246.425781 1514434531.1339
MEM 246.425781 1514434531.2382
MEM 246.425781 1514434531.3398
MEM 246.433594 1514434531.4403
MEM 246.433594 1514434531.5441
MEM 246.433594 1514434531.6452
MEM 246.437500 1514434531.7493
MEM 246.441406 1514434531.8532
MEM 246.441406 1514434531.9549
MEM 246.441406 1514434532.0580
MEM 246.441406 1514434532.1587
MEM 246.449219 1514434532.2610
MEM 246.449219 1514434532.3661
MEM 246.453125 1514434532.4707
MEM 246.453125 1514434532.5759
MEM 246.457031 1514434532.6807
MEM 246.457031 1514434532.7833
MEM 246.457031 1514434532.8834
MEM 246.457031 1514434532.9851
MEM 246.457031 1514434533.0898
MEM 246.464844 1514434533.1901
MEM 246.468750 1514434533.2949
MEM 246.468750 1514434533.3994
MEM 246.468750 1514434533.5036
MEM 246.472656 1514434533.6072
MEM 246.476562 1514434533.7074
MEM 246.476562 1514434533.8080
MEM 246.484375 1514434533.9085
MEM 246.484375 1514434534.0133
MEM 246.488281 1514434534.1135
MEM 246.488281 1514434534.2155
MEM 246.492188 1514434534.3202
MEM 246.492188 1514434534.4254
MEM 246.492188 1514434534.5285
MEM 246.500000 1514434534.6308
MEM 246.500000 1514434534.7359
MEM 246.503906 1514434534.8407
MEM 246.503906 1514434534.9426
MEM 246.507812 1514434535.0442
MEM 246.507812 1514434535.1444
MEM 246.507812 1514434535.2494
MEM 246.507812 1514434535.3546
MEM 246.507812 1514434535.4591
MEM 246.507812 1514434535.5642
MEM 246.519531 1514434535.6694
MEM 246.519531 1514434535.7798
MEM 246.519531 1514434535.8826
MEM 246.519531 1514434535.9873
MEM 246.523438 1514434536.0879
MEM 246.523438 1514434536.1896
MEM 246.527344 1514434536.2938
MEM 246.535156 1514434536.3968
MEM 246.535156 1514434536.4994
MEM 246.535156 1514434536.6046
MEM 246.535156 1514434536.7098
MEM 246.539062 1514434536.8131
MEM 246.539062 1514434536.9138
MEM 246.546875 1514434537.0161
MEM 246.554688 1514434537.1192
MEM 246.554688 1514434537.2231
MEM 246.554688 1514434537.3282
MEM 246.558594 1514434537.4309
MEM 246.558594 1514434537.5325
MEM 246.558594 1514434537.6377
MEM 246.570312 1514434537.7382
MEM 246.570312 1514434537.8433
MEM 246.570312 1514434537.9464
MEM 246.574219 1514434538.0505
MEM 246.574219 1514434538.1518
MEM 246.574219 1514434538.2527
MEM 246.574219 1514434538.3578
MEM 246.585938 1514434538.4629
MEM 246.585938 1514434538.5672
MEM 246.585938 1514434538.6724
MEM 246.589844 1514434538.7776
MEM 246.589844 1514434538.8820
MEM 246.589844 1514434538.9871
MEM 246.601562 1514434539.0923
MEM 246.601562 1514434539.1975
MEM 246.601562 1514434539.2995
MEM 246.601562 1514434539.4047
MEM 246.605469 1514434539.5085
MEM 246.406250 1514434539.6137
MEM 246.406250 1514434539.7148
MEM 246.417969 1514434539.8200
MEM 246.417969 1514434539.9252
MEM 246.417969 1514434540.0303
MEM 246.421875 1514434540.1335
MEM 246.425781 1514434540.2385
MEM 246.425781 1514434540.3406
MEM 246.187500 1514434540.4430
MEM 246.191406 1514434540.5482
MEM 246.191406 1514434540.6522
MEM 246.195312 1514434540.7536
MEM 246.195312 1514434540.8562
MEM 246.195312 1514434540.9613
MEM 246.195312 1514434541.0665
MEM 246.207031 1514434541.1694
MEM 246.207031 1514434541.2720
MEM 246.207031 1514434541.3772
MEM 246.207031 1514434541.4823
MEM 246.210938 1514434541.5855
MEM 246.210938 1514434541.6907
MEM 246.210938 1514434541.7914
MEM 246.210938 1514434541.8928
MEM 246.214844 1514434541.9941
MEM 246.222656 1514434542.0986
MEM 246.222656 1514434542.1997
MEM 246.222656 1514434542.3000
MEM 246.222656 1514434542.4018
MEM 246.226562 1514434542.5070
MEM 246.226562 1514434542.6122
MEM 246.226562 1514434542.7174
MEM 246.238281 1514434542.8225
MEM 246.238281 1514434542.9243
MEM 246.242188 1514434543.0264
MEM 246.242188 1514434543.1271
MEM 246.242188 1514434543.2295
MEM 246.250000 1514434543.3342
MEM 246.250000 1514434543.4394
MEM 246.257812 1514434543.5442
MEM 246.257812 1514434543.6452
MEM 246.257812 1514434543.7504
MEM 246.257812 1514434543.8518
MEM 246.261719 1514434543.9570
MEM 246.261719 1514434544.0620
MEM 246.269531 1514434544.1625
MEM 246.273438 1514434544.2641
MEM 246.273438 1514434544.3674
MEM 246.273438 1514434544.4726
MEM 246.273438 1514434544.5777
MEM 246.281250 1514434544.6829
MEM 246.292969 1514434544.7832
MEM 246.292969 1514434544.8884
MEM 246.296875 1514434544.9931
MEM 246.296875 1514434545.0948
MEM 246.304688 1514434545.1997
MEM 246.304688 1514434545.3001
MEM 246.304688 1514434545.4052
MEM 246.308594 1514434545.5104
MEM 246.308594 1514434545.6156
MEM 246.312500 1514434545.7173
MEM 246.320312 1514434545.8225
MEM 246.320312 1514434545.9277
MEM 246.320312 1514434546.0328
MEM 246.324219 1514434546.1380
MEM 246.324219 1514434546.2391
MEM 246.328125 1514434546.3443
MEM 246.335938 1514434546.4490
MEM 246.335938 1514434546.5498
MEM 246.335938 1514434546.6507
MEM 246.343750 1514434546.7549
MEM 246.343750 1514434546.8600
MEM 246.343750 1514434546.9644
MEM 246.355469 1514434547.0679
MEM 246.355469 1514434547.1684
MEM 246.359375 1514434547.2730
MEM 246.359375 1514434547.3781
MEM 246.359375 1514434547.4833
MEM 246.367188 1514434547.5884
MEM 246.371094 1514434547.6936
MEM 246.371094 1514434547.7988
MEM 246.375000 1514434547.8998
MEM 246.375000 1514434548.0042
MEM 246.375000 1514434548.1094
MEM 246.382812 1514434548.2146
MEM 246.382812 1514434548.3162
MEM 246.386719 1514434548.4165
MEM 246.386719 1514434548.5212
MEM 246.386719 1514434548.6261
MEM 246.390625 1514434548.7312
MEM 246.390625 1514434548.8333
MEM 246.390625 1514434548.9344
MEM 246.402344 1514434549.0348
MEM 246.402344 1514434549.1357
MEM 246.402344 1514434549.2393
MEM 246.402344 1514434549.3404
MEM 246.402344 1514434549.4452
MEM 246.402344 1514434549.5499
MEM 246.406250 1514434549.6507
MEM 246.406250 1514434549.7557
MEM 246.406250 1514434549.8565
MEM 246.414062 1514434549.9582
MEM 246.421875 1514434550.0620
MEM 246.421875 1514434550.1629
MEM 246.421875 1514434550.2634
MEM 246.421875 1514434550.3647
MEM 246.425781 1514434550.4698
MEM 246.425781 1514434550.5705
MEM 246.437500 1514434550.6757
MEM 246.437500 1514434550.7808
MEM 246.437500 1514434550.8834
MEM 246.437500 1514434550.9881
MEM 246.441406 1514434551.0933
MEM 246.441406 1514434551.1985
MEM 246.441406 1514434551.3009
MEM 246.453125 1514434551.4011
MEM 246.457031 1514434551.5044
MEM 246.460938 1514434551.6046
MEM 246.460938 1514434551.7068
MEM 246.460938 1514434551.8114
MEM 246.460938 1514434551.9143
MEM 246.468750 1514434552.0195
MEM 246.472656 1514434552.1246
MEM 246.476562 1514434552.2298
MEM 246.476562 1514434552.3334
MEM 246.476562 1514434552.4337
MEM 246.484375 1514434552.5387
MEM 246.484375 1514434552.6438
MEM 246.484375 1514434552.7490
MEM 246.492188 1514434552.8510
MEM 246.492188 1514434552.9551
MEM 246.492188 1514434553.0580
MEM 246.503906 1514434553.1618
MEM 246.503906 1514434553.2670
MEM 246.503906 1514434553.3683
MEM 246.511719 1514434553.4735
MEM 246.511719 1514434553.5737
MEM 246.511719 1514434553.6767
MEM 246.511719 1514434553.7800
MEM 246.511719 1514434553.8836
MEM 246.519531 1514434553.9887
MEM 246.519531 1514434554.0893
MEM 246.519531 1514434554.1945
MEM 246.527344 1514434554.2985
MEM 246.527344 1514434554.4025
MEM 246.535156 1514434554.5027
MEM 246.535156 1514434554.6054
MEM 246.535156 1514434554.7057
MEM 246.535156 1514434554.8068
MEM 246.539062 1514434554.9071
MEM 246.539062 1514434555.0109
MEM 246.542969 1514434555.1127
MEM 246.550781 1514434555.2146
MEM 246.550781 1514434555.3149
MEM 246.550781 1514434555.4172
MEM 246.550781 1514434555.5216
MEM 246.554688 1514434555.6221
MEM 246.554688 1514434555.7236
MEM 246.554688 1514434555.8239
MEM 246.566406 1514434555.9243
MEM 246.566406 1514434556.0256
MEM 246.566406 1514434556.1272
MEM 246.570312 1514434556.2324
MEM 246.570312 1514434556.3368
MEM 246.570312 1514434556.4392
MEM 246.574219 1514434556.5428
MEM 246.578125 1514434556.6480
MEM 246.582031 1514434556.7506
MEM 246.585938 1514434556.8511
MEM 246.585938 1514434556.9526
MEM 246.585938 1514434557.0529
MEM 246.585938 1514434557.1564
MEM 246.589844 1514434557.2604
MEM 246.589844 1514434557.3606
MEM 246.589844 1514434557.4609
MEM 246.593750 1514434557.5612
MEM 246.593750 1514434557.6658
MEM 246.597656 1514434557.7661
MEM 246.597656 1514434557.8682
MEM 246.601562 1514434557.9692
MEM 246.601562 1514434558.0700
MEM 246.601562 1514434558.1748
MEM 246.609375 1514434558.2755
MEM 246.609375 1514434558.3794
MEM 246.609375 1514434558.4839
MEM 246.609375 1514434558.5891
MEM 246.613281 1514434558.6938
