	Full Address	BLT	Vacant	zip+4	zip	street	housenumber
184427	1510 MADISON AVE BALTIMORE | MD 21217-3655	0x006C010000200600000020	1	3655	21217	 Madison Avenue 	1510
184437	1509 CARSWELL ST BALTIMORE | MD 21218-4904	0x0023100000202900000020	1	4904	21218	 Carswell Street 	1509
184439	1511 N EDEN ST BALTIMORE | MD 21213-2805	0x0065040000203F00000020	1	2805	21213	 North Eden Street 	1511
184450	2910 CHELSEA TER BALTIMORE | MD 21216-1703	0x00200B0000200600000020	1	1703	21216	 Chelsea Ter 	2910
184461	506 RICHWOOD AVE BALTIMORE | MD 21212-4618	0x005D140000201900000020	1	4618	21212	 Richwood Avenue 	506
184462	2501 W LAFAYETTE AVE BALTIMORE | MD 21216-4728	0x003C090000200100000020	1	4728	21216	 West Lafayette Avenue 	2501
184524	815 E 34TH ST BALTIMORE | MD 21218-2911	0x00D20F0000453700000020	1	2911	21218	 East 34Th Street 	815
184546	3300 GREENMOUNT AVE BALTIMORE | MD 21218-2838	0x002B0F0000200100000020	1	2838	21218	 Greenmount Avenue 	3300
184552	2702 CHELSEA TER BALTIMORE | MD 21216-1725	0x00180B0000200200000020	1	1725	21216	 Chelsea Ter 	2702
184574	1700 KANE ST BALTIMORE | MD 21224-6212	0x005E1A0000451400000020	1	6212	21224	 Kane Street 	1700
184586	1006 E PRESTON ST BALTIMORE | MD 21202-5612	0x0079040000200400000020	1	5612	21202	 East Preston Street 	1006
184623	4402 FREDERICK AVE BALTIMORE | MD 21229-3402	0x00BD1F0000200700000020	1	3402	21229	 Frederick Avenue 	4402
184631	1707 W LEXINGTON ST BALTIMORE | MD 21223-1622	0x00B3000000200400000020	1	1622	21223	 West Lexington Street 	1707
184651	1605 CARSWELL ST BALTIMORE | MD 21218-4906	0x0021100000203300000020	1	4906	21218	 Carswell Street 	1605
184680	127-31 N FULTON AVE BALTIMORE | MD 21223	0x00B3000000200D00000020	1	0	21223	 North Fulton Avenue 	127-31
184691	943 N PATTERSON PARK AVE BALTIMORE | MD 21205-1234	0x0036060000201600000020	1	1234	21205	 North Patterson Park Avenue 	943
184693	1913 E HOFFMAN ST BALTIMORE | MD 21213-3210	0x00EC050000200600000020	1	3210	21213	 East Hoffman Street 	1913
184705	1907 N PULASKI ST BALTIMORE | MD 21217-1231	0x00860C0000201700000020	1	1231	21217	 North Pulaski Street 	1907
184733	1900 W FAYETTE ST BALTIMORE | MD 21223-1671	0x00B1000000204000000020	1	1671	21223	 West Fayette Street 	1900
184736	1019 E BIDDLE ST BALTIMORE | MD 21202-5627	0x0094040000203100000020	1	5627	21202	 East Biddle Street 	1019
184759	1909 N PULASKI ST BALTIMORE | MD 21217-1249	0x00860C0000201800000020	1	1249	21217	 North Pulaski Street 	1909
184761	3628 OLD YORK RD BALTIMORE | MD 21218-2546	0x00D00F0000412900000020	1	2546	21218	 Old York Road 	3628
184762	4707 ALHAMBRA AVE BALTIMORE | MD 21212-4602	0x0060140000200300000020	1	4602	21212	 Alhambra Avenue 	4707
184808	1221 DUKELAND ST BALTIMORE | MD 21216-4334	0x0057090000202800000020	1	4334	21216	 Dukeland Street 	1221
184838	6309 BROWN AVE BALTIMORE | MD 21224-6130	0x00671A0000200A00000020	1	6130	21224	 Brown Avenue 	6309
184878	502 N BELNORD AVE BALTIMORE | MD 21205-2619	0x007A060000203700000020	1	2619	21205	 North Belnord Avenue 	502
184893	1647 SHERWOOD AVE BALTIMORE | MD 21239-2411	0x0075140000424600000042	1	2411	21239	 Sherwood Avenue 	1647
184900	1315 ENSOR ST BALTIMORE | MD 21202-5602	0x0079040000203B00000020	1	5602	21202	 Ensor Street 	1315
184941	24 N FULTON AVE BALTIMORE | MD 21223-1600	0x00C1000000200500000020	1	1600	21223	 North Fulton Avenue 	24
184954	3619 COTTAGE AVE BALTIMORE | MD 21215-7725	0x00FF0C0000465000000020	1	7725	21215	 Cottage Avenue 	3619
185043	4153 FAIRVIEW AVE BALTIMORE | MD 21216-1233	0x00BC0A0000431A00000020	1	1233	21216	 Fairview Avenue 	4153
185081	1119 WARD ST BALTIMORE | MD 21230-1816	0x000C030000208D00000020	1	1816	21230	 Ward Street 	1119
185216	3515 ELMLEY AVE BALTIMORE | MD 21213-1951	0x0053100000430800000020	1	1951	21213	 Elmley Avenue 	3515
185249	3000 ERDMAN AVE BALTIMORE | MD 21213-1142	0x003B100000203E00000020	1	1142	21213	 Erdman Avenue 	3000
185250	212 N DUNCAN ST BALTIMORE | MD 21231-1310	0x0097060000203A00000020	1	1310	21231	 North Duncan Street 	212
185277	403 S MOUNT ST BALTIMORE | MD 21223-3432	0x00C3020000202900000020	1	3432	21223	 South Mount Street 	403
185326	2942 ARUNAH AVE BALTIMORE | MD 21216-4601	0x00B1090000201D00000020	1	4601	21216	 Arunah Avenue 	2942
185351	2037 MCCULLOH ST BALTIMORE | MD 21217-3528	0x003C010000201500000020	1	3528	21217	 Mcculloh Street 	2037
185352	3414 OLD YORK RD BALTIMORE | MD 21218-2917	0x00D10F0000431C00000020	1	2917	21218	 Old York Road 	3414
185361	1922 W LANVALE ST BALTIMORE | MD 21217-1038	0x0053000000200C00000020	1	1038	21217	 West Lanvale Street 	1922
185377	608 W LAFAYETTE AVE BALTIMORE | MD 21217-2969	0x0076010000202900000020	1	2969	21217	 West Lafayette Avenue 	608
185383	3100-02 CHELSEA TER BALTIMORE | MD 21216	0x00C00A0000410C00000020	1	0	21216	 Chelsea Ter 	3100-02
185387	2413 LLEWELYN AVE BALTIMORE | MD 21213-3617	0x00E0050000203300000020	1	3617	21213	 Llewelyn Avenue 	2413
185425	3109 PINEWOOD AVE BALTIMORE | MD 21214-1427	0x00EC150000412000000020	1	1427	21214	 Pinewood Avenue 	3109
185447	1103 S HIGHLAND AVE BALTIMORE | MD 21224-5110	0x004F190000202000000020	1	5110	21224	 South Highland Avenue 	1103
185522	3037 ARUNAH AVE BALTIMORE | MD 21216-4604	0x00AB090000202F00000020	1	4604	21216	 Arunah Avenue 	3037
185546	1935 W LANVALE ST BALTIMORE | MD 21217-1040	0x005F000000202500000020	1	1040	21217	 West Lanvale Street 	1935
185579	2903 KIRK AVE BALTIMORE | MD 21218-3633	0x002B100000411200000020	1	3633	21218	 Kirk Avenue 	2903
185613	3036 PRESSTMAN ST BALTIMORE | MD 21216-3913	0x0094090000203A00000020	1	3913	21216	 Presstman Street 	3036
185638	3510 CLIFTMONT AVE BALTIMORE | MD 21213-1943	0x0053100000456F00000020	1	1943	21213	 Cliftmont Avenue 	3510
185645	2413 ORLEANS ST BALTIMORE | MD 21224-1024	0x009A060000201F00000020	1	1024	21224	 Orleans Street 	2413
185675	928 SAINT DUNSTANS RD BALTIMORE | MD 21212-3742	0x00141400004E0F00000020	1	3742	21212	 Saint Dunstans Road 	928
185703	1729 E FEDERAL ST BALTIMORE | MD 21213-3160	0x00C5050000202400000020	1	3160	21213	 East Federal Street 	1729
185743	3201 RUECKERT AVE BALTIMORE | MD 21214-2920	0x00AC160000200F00000020	1	2920	21214	 Rueckert Avenue 	3201
185755	404 S FULTON AVE BALTIMORE | MD 21223-3420	0x0023010000204600000020	1	3420	21223	 South Fulton Avenue 	404
185786	3111 RUECKERT AVE BALTIMORE | MD 21214-2918	0x00AC160000201200000020	1	2918	21214	 Rueckert Avenue 	3111
185866	1619 FREDERICK AVE BALTIMORE | MD 21223-2340	0x00D4000000201900000020	1	2340	21223	 Frederick Avenue 	1619
185891	4800 HARFORD RD BALTIMORE | MD 21214-2934	0x00F0140000200100000020	1	2934	21214	 Harford Road 	4800
185934	1826 WILKENS AVE BALTIMORE | MD 21223-3441	0x0023010000203800000020	1	3441	21223	 Wilkens Avenue 	1826
185950	5632 MIDWOOD AVE BALTIMORE | MD 21212-4029	0x0014140000462D00000020	1	4029	21212	 Midwood Avenue 	5632
185994	3503 WOODSTOCK AVE BALTIMORE | MD 21213-1156	0x00351000004A0200000020	1	1156	21213	 Woodstock Avenue 	3503
186005	3231 PRESSTMAN ST BALTIMORE | MD 21216-3828	0x0097090000200F00000020	1	3828	21216	 Presstman Street 	3231
186031	1800 EAGLE ST BALTIMORE | MD 21223-3416	0x00C7020000200A00000020	1	3416	21223	 Eagle Street 	1800
186077	2517 DRUID HILL AVE BALTIMORE | MD 21217-1829	0x00590D0000204800000020	1	1829	21217	 Druid Hill Avenue 	2517
186079	436 N PATTERSON PARK AVE BALTIMORE | MD 21231-1339	0x0086060000202700000020	1	1339	21231	 North Patterson Park Avenue 	436
186087	2820 KENNEDY AVE BALTIMORE | MD 21218-4918	0x0029100000203700000020	1	4918	21218	 Kennedy Avenue 	2820
186116	1907 LEMMON ST BALTIMORE | MD 21223-2230	0x00F2000000205200000020	1	2230	21223	 Lemmon Street 	1907
186125	2544 DRUID HILL AVE BALTIMORE | MD 21217-1828	0x00530D0000201300000020	1	1828	21217	 Druid Hill Avenue 	2544
186130	3016 KENTUCKY AVE BALTIMORE | MD 21213-1733	0x0018170000201100000020	1	1733	21213	 Kentucky Avenue 	3016
186137	710 N LUZERNE AVE BALTIMORE | MD 21205-2614	0x0059060000202E00000020	1	2614	21205	 North Luzerne Avenue 	710
186148	1828 N BROADWAY BALTIMORE | MD 21213-2343	0x004E040000203300000020	1	2343	21213	 North Broadway 	1828
186172	1945 HARLEM AVE BALTIMORE | MD 21217-1009	0x006B000000202400000020	1	1009	21217	 Harlem Avenue 	1945
186184	401 S EDEN ST BALTIMORE | MD 21231-2225	0x0099050000202200000020	1	2225	21231	 South Eden Street 	401
186206	1505 ARGONNE DR BALTIMORE | MD 21218-1624	0x00820F0000201700000020	1	1624	21218	 Argonne Drive 	1505
186211	3003 PELHAM AVE BALTIMORE | MD 21213-1742	0x0018170000200800000020	1	1742	21213	 Pelham Avenue 	3003
186212	1808 W LOMBARD ST BALTIMORE | MD 21223-2316	0x00E3000000202A00000020	1	2316	21223	 West Lombard Street 	1808
186214	2752 THE ALAMEDA BALTIMORE | MD 21218-4920	0x002B100000203500000020	1	4920	21218	 The Alameda 	2752
186216	448 N PATTERSON PARK AVE BALTIMORE | MD 21231-1339	0x0086060000202100000020	1	1339	21231	 North Patterson Park Avenue 	448
186235	818 S BOND ST BALTIMORE | MD 21231-3306	0x001A070000200A00000020	1	3306	21231	 South Bond Street 	818
186253	1117 W LOMBARD ST BALTIMORE | MD 21223-2636	0x00FA000000203200000020	1	2636	21223	 West Lombard Street 	1117
186270	400-02 E BALTIMORE ST BALTIMORE | MD 21202	0x0033050000200100000020	1	0	21202	 East Baltimore Street 	400-02
186273	1800 N BROADWAY BALTIMORE | MD 21213-2343	0x004E040000202500000020	1	2343	21213	 North Broadway 	1800
186324	606 S BROADWAY BALTIMORE | MD 21231-2914	0x0012070000200300000020	1	2914	21231	 South Broadway 	606
186341	2706 THE ALAMEDA BALTIMORE | MD 21218-4920	0x002B100000201E00000020	1	4920	21218	 The Alameda 	2706
186371	1331 HERKIMER ST BALTIMORE | MD 21223-3524	0x00F6020000203900000020	1	3524	21223	 Herkimer Street 	1331
186397	5211 CRAIG AVE BALTIMORE | MD 21212-4229	0x002D140000432800000020	1	4229	21212	 Craig Avenue 	5211
186407	1922 EDMONDSON AVE BALTIMORE | MD 21223-1160	0x006B000000204000000020	1	1160	21223	 Edmondson Avenue 	1922
186418	2715 EDISON HWY BALTIMORE | MD 21213-1623	0x0053100000438400000020	1	1623	21213	 Edison Highway 	2715
186437	22 N EAST AVE BALTIMORE | MD 21224-1423	0x00C4060000201D00000020	1	1423	21224	 North East Avenue 	22
186438	6502 PARR AVE BALTIMORE | MD 21215-2007	0x00B1100000200300000020	1	2007	21215	 Parr Avenue 	6502
186440	5203 CRAIG AVE BALTIMORE | MD 21212-4229	0x002D140000432C00000020	1	4229	21212	 Craig Avenue 	5203
186455	225 S CALHOUN ST BALTIMORE | MD 21223-3123	0x0009010000202000000020	1	3123	21223	 South Calhoun Street 	225
186456	411 S MONROE ST BALTIMORE | MD 21223-3047	0x0023010000202400000020	1	3047	21223	 South Monroe Street 	411
186457	3611 BELAIR RD BALTIMORE | MD 21213-1208	0x0019170000200700000020	1	1208	21213	 Belair Road 	3611
186490	312 S NORRIS ST BALTIMORE | MD 21223-3158	0x0018010000206100000020	1	3158	21223	 South Norris Street 	312
186568	319 S MOUNT ST BALTIMORE | MD 21223-3038	0x0015010000202C00000020	1	3038	21223	 South Mount Street 	319
186642	1524 HOMESTEAD ST BALTIMORE | MD 21218-4932	0x000C100000201200000020	1	4932	21218	 Homestead Street 	1524
186664	3804 MOUNT PLEASANT AVE BALTIMORE | MD 21224-2437	0x008C180000200E00000020	1	2437	21224	 Mount Pleasant Avenue 	3804
186703	1917 CHRISTIAN ST BALTIMORE | MD 21223-3068	0x00BB020000205900000020	1	3068	21223	 Christian Street 	1917
186736	5401 MORAVIA RD BALTIMORE | MD 21206-6115	0x00B5170000200501000020	1	6115	21206	 Moravia Road 	5401
186737	3807 FAIT AVE BALTIMORE | MD 21224-4330	0x0037190000201E00000020	1	4330	21224	 Fait Avenue 	3807
186822	410 S EXETER ST BALTIMORE | MD 21202-4329	0x0096050000200600000020	1	4329	21202	 South Exeter Street 	410
186844	1623 N DURHAM ST BALTIMORE | MD 21213-2406	0x00BB050000205100000020	1	2406	21213	 North Durham Street 	1623
186890	2527 CALVERTON HEIGHTS AVE BALTIMORE | MD 21216-4802	0x003C090000410E00000020	1	4802	21216	 Calverton Heights Avenue 	2527
186938	525 N CASTLE ST BALTIMORE | MD 21205-2201	0x0073060000200D00000020	1	2201	21205	 North Castle Street 	525
186944	316 S AUGUSTA AVE BALTIMORE | MD 21229-4112	0x00E7090000200F00000020	1	4112	21229	 South Augusta Avenue 	316
186945	3412 MOUNT PLEASANT AVE BALTIMORE | MD 21224-2349	0x0090180000200700000020	1	2349	21224	 Mount Pleasant Avenue 	3412
186948	2044 WILKENS AVE BALTIMORE | MD 21223-3411	0x00BA020000202A00000020	1	3411	21223	 Wilkens Avenue 	2044
186967	1254 WASHINGTON BLVD BALTIMORE | MD 21230-1827	0x0000030000201C00000020	1	1827	21230	 Washington Boulevard 	1254
187033	1253 WASHINGTON BLVD BALTIMORE | MD 21230-1826	0x000B030000201A00000020	1	1826	21230	 Washington Boulevard 	1253
187115	530 S SMALLWOOD ST BALTIMORE | MD 21223-2948	0x00B8020000200F00000020	1	2948	21223	 South Smallwood Street 	530
187117	419 E 33RD ST BALTIMORE | MD 21218-3403	0x002A0F0000200C00000020	1	3403	21218	 East 33Rd Street 	419
187119	1012 MCDONOGH ST BALTIMORE | MD 21205-1110	0x001C060000203000000020	1	1110	21205	 Mcdonogh Street 	1012
187143	1231 WASHINGTON BLVD BALTIMORE | MD 21230-1826	0x000B030000200F00000020	1	1826	21230	 Washington Boulevard 	1231
187144	4814 MIDLINE RD BALTIMORE | MD 21206-4629	0x00A017000020A400000020	1	4629	21206	 Midline Road 	4814
187168	221 N ROSE ST BALTIMORE | MD 21224-1124	0x009B060000206400000020	1	1124	21224	 North Rose Street 	221
187179	1219 WASHINGTON BLVD BALTIMORE | MD 21230-1826	0x000B030000200A00000020	1	1826	21230	 Washington Boulevard 	1219
187228	3224 ABELL AVE BALTIMORE | MD 21218-3434	0x00250F0000200E00000020	1	3434	21218	 Abell Avenue 	3224
187241	1227 N LINWOOD AVE BALTIMORE | MD 21213-3834	0x0006060000200E00000020	1	3834	21213	 North Linwood Avenue 	1227
187263	1707 E 28TH ST BALTIMORE | MD 21218-3720	0x00600F0000204700000020	1	3720	21218	 East 28Th Street 	1707
187274	3353 GREENMOUNT AVE BALTIMORE | MD 21218-2841	0x00D10F0000420800000020	1	2841	21218	 Greenmount Avenue 	3353
187282	631 N FULTON AVE BALTIMORE | MD 21217-1403	0x006D000000202400000020	1	1403	21217	 North Fulton Avenue 	631
187307	1857 N COLLINGTON AVE BALTIMORE | MD 21213-2521	0x00AB050000202900000020	1	2521	21213	 North Collington Avenue 	1857
187320	1046 VALLEY ST BALTIMORE | MD 21202-5524	0x009F040000202200000020	1	5524	21202	 Valley Street 	1046
187330	721 N FULTON AVE BALTIMORE | MD 21217-1405	0x0061000000202900000020	1	1405	21217	 North Fulton Avenue 	721
187336	328 MARYDELL RD BALTIMORE | MD 21229-4107	0x00E2090000413000000020	1	4107	21229	 Marydell Road 	328
187419	3208 CLIFTON AVE BALTIMORE | MD 21216-2736	0x00CC0B0000200200000020	1	2736	21216	 Clifton Avenue 	3208
187422	3008 W LANVALE ST BALTIMORE | MD 21216-4608	0x00AB090000430500000020	1	4608	21216	 West Lanvale Street 	3008
187423	2610 HOLLINS FERRY RD BALTIMORE | MD 21230-3034	0x00381D0000200600000020	1	3034	21230	 Hollins Ferry Road 	2610
187460	4910 ABERDEEN AVE BALTIMORE | MD 21206-6936	0x00B5170000204A00000020	1	6936	21206	 Aberdeen Avenue 	4910
187486	929 N FRANKLINTOWN RD BALTIMORE | MD 21216-4225	0x00A6090000204000000020	1	4225	21216	 North Franklintown Road 	929
187509	520 N DECKER AVE BALTIMORE | MD 21205-2727	0x007D060000203C00000020	1	2727	21205	 North Decker Avenue 	520
187533	745 N KENWOOD AVE BALTIMORE | MD 21205-2630	0x005C060000201700000020	1	2630	21205	 North Kenwood Avenue 	745
187599	3310 WINDSOR AVE BALTIMORE | MD 21216-2616	0x00DC0B0000200B00000020	1	2616	21216	 Windsor Avenue 	3310
187649	4103 MOUNTWOOD RD BALTIMORE | MD 21229-1746	0x00E00900004A0A00000020	1	1746	21229	 Mountwood Road 	4103
187654	4112 ARDLEY AVE BALTIMORE | MD 21213-2108	0x00F5170000204F00000020	1	2108	21213	 Ardley Avenue 	4112
187735	5497 MOORES RUN DR BALTIMORE | MD 21206-3703	0x00B8170000432B00000020	1	3703	21206	 Moores Run Drive 	5497
187738	2517 HURON ST BALTIMORE | MD 21230-3037	0x00301D0000202700000020	1	3037	21230	 Huron Street 	2517
187742	2543 W LANVALE ST BALTIMORE | MD 21216-4806	0x003B090000202E00000020	1	4806	21216	 West Lanvale Street 	2543
187761	14 S SCHROEDER ST BALTIMORE | MD 21223-2550	0x00DA000000203800000020	1	2550	21223	 South Schroeder Street 	14
187765	2802 ASHLAND AVE BALTIMORE | MD 21205-1712	0x003B060000200500000020	1	1712	21205	 Ashland Avenue 	2802
187774	1337 W PRATT ST BALTIMORE | MD 21223-3145	0x0009010000201300000020	1	3145	21223	 West Pratt Street 	1337
187777	2705 MURA ST BALTIMORE | MD 21213-3812	0x0004060000203100000020	1	3812	21213	 Mura Street 	2705
187796	2507 RIDGELY ST BALTIMORE | MD 21230-3048	0x00311D0000202800000020	1	3048	21230	 Ridgely Street 	2507
187824	1202 OAKHURST PL BALTIMORE | MD 21216-4338	0x0054090000411200000020	1	4338	21216	 Oakhurst Place 	1202
187826	3040 MAYFIELD AVE BALTIMORE | MD 21213-1751	0x000E170000201300000020	1	1751	21213	 Mayfield Avenue 	3040
187859	1318 MCHENRY ST BALTIMORE | MD 21223-3153	0x0009010000203500000020	1	3153	21223	 Mchenry Street 	1318
187913	1306 KUPER PL BALTIMORE | MD 21223-3126	0x0009010000206100000020	1	3126	21223	 Kuper Street 	1306
187926	709 N GLOVER ST BALTIMORE | MD 21205-2605	0x005A060000205A00000020	1	2605	21205	 North Glover Street 	709
187950	2936 ARUNAH AVE BALTIMORE | MD 21216-4601	0x00B1090000201A00000020	1	4601	21216	 Arunah Avenue 	2936
188001	2800-58 ROSALIND AVE BALTIMORE | MD 21215	0x00C4120000424B00000020	1	0	21215	 Rosalind Avenue 	2800-58
188011	1029 N MILTON AVE BALTIMORE | MD 21205-1318	0x0025060000200700000020	1	1318	21205	 North Milton Avenue 	1029
188022	2224 ANNAPOLIS RD BALTIMORE | MD 21230-3143	0x00131D0000200B00000020	1	3143	21230	 Annapolis Road 	2224
188052	604 BRISBANE RD BALTIMORE | MD 21229-4401	0x00CE1F0000200300000020	1	4401	21229	 Brisbane Road 	604
188058	3515 EDMONDSON AVE BALTIMORE | MD 21229-3051	0x00EC080000200800000020	1	3051	21229	 Edmondson Avenue 	3515
188069	21 S PAYSON ST BALTIMORE | MD 21223-2216	0x00CF000000201300000020	1	2216	21223	 South Payson Street 	21
188121	3309 RAVENWOOD AVE BALTIMORE | MD 21213-1649	0x0052100000463100000020	1	1649	21213	 Ravenwood Avenue 	3309
188131	2410 EDMONDSON AVE BALTIMORE | MD 21223-1044	0x0039090000200600000020	1	1044	21223	 Edmondson Avenue 	2410
188140	1718 COLE ST BALTIMORE | MD 21223-3401	0x00C2020000202200000020	1	3401	21223	 Cole Street 	1718
188162	3710 FAIT AVE BALTIMORE | MD 21224-4327	0x002C190000202300000020	1	4327	21224	 Fait Avenue 	3710
188176	2612 E CHASE ST BALTIMORE | MD 21213-3706	0x0015060000200700000020	1	3706	21213	 East Chase Street 	2612
188185	402 S FULTON AVE BALTIMORE | MD 21223-3420	0x0023010000204700000020	1	3420	21223	 South Fulton Avenue 	402
188199	4108 BALFERN AVE BALTIMORE | MD 21213-2114	0x00F4170000204400000020	1	2114	21213	 Balfern Avenue 	4108
188208	1840 WILKENS AVE BALTIMORE | MD 21223-3443	0x0023010000203100000020	1	3443	21223	 Wilkens Avenue 	1840
188214	3512 W FRANKLIN ST BALTIMORE | MD 21229-3055	0x00EC080000202000000020	1	3055	21229	 West Franklin Street 	3512
188245	2300 E CHASE ST BALTIMORE | MD 21213-3508	0x0012060000203E00000020	1	3508	21213	 East Chase Street 	2300
188285	1122 N MONTFORD AVE BALTIMORE | MD 21213-3510	0x0012060000202300000020	1	3510	21213	 North Montford Avenue 	1122
188369	1204 W PRATT ST BALTIMORE | MD 21223-2648	0x00F9000000200200000020	1	2648	21223	 West Pratt Street 	1204
188382	547 S MONROE ST BALTIMORE | MD 21223-3428	0x00C7020000202000000020	1	3428	21223	 South Monroe Street 	547
188383	3111 STRICKLAND ST BALTIMORE | MD 21229-4219	0x0041080000201300000020	1	4219	21229	 Strickland Street 	3111
188452	3054 STAFFORD ST BALTIMORE | MD 21223-2735	0x004B080000425800000020	1	2735	21223	 Stafford Street 	3054
188483	3737 RAVENWOOD AVE BALTIMORE | MD 21213-2021	0x0053100000531300000020	1	2021	21213	 Ravenwood Avenue 	3737
188516	3024 STRICKLAND ST BALTIMORE | MD 21223-2739	0x004B080000423600000020	1	2739	21223	 Strickland Street 	3024
188555	2828 FREDERICK AVE BALTIMORE | MD 21223-2711	0x0093080000202700000020	1	2711	21223	 Frederick Avenue 	2828
188558	401 GWYNN AVE BALTIMORE | MD 21229-3058	0x00E9080000421400000020	1	3058	21229	 Gwynn Avenue 	401
188657	4014 W OVERLEA AVE BALTIMORE | MD 21206-1551	0x00CD150000200C00000020	1	1551	21206	 West Overlea Avenue 	4014
188675	3125 BELAIR RD BALTIMORE | MD 21213-1226	0x005C100000410D00000020	1	1226	21213	 Belair Road 	3125
188701	4312-16 BOWERS AVE BALTIMORE | MD 21215	0x00FE1F0000202600000020	1	0	21215	 Bowers Avenue 	4312-16
188800	3401 ELGIN AVE BALTIMORE | MD 21216-2605	0x00DD0B0000200800000020	1	2605	21216	 Elgin Avenue 	3401
188810	4006 ALTO RD BALTIMORE | MD 21216-2001	0x00130B0000201800000020	1	2001	21216	 Alto Road 	4006
188839	1805 RAMSAY ST BALTIMORE | MD 21223-3055	0x0023010000200300000020	1	3055	21223	 Ramsay Street 	1805
188872	1302 SARGEANT ST BALTIMORE | MD 21223-3632	0x00FF020000204F00000020	1	3632	21223	 Sargeant Street 	1302
188889	1925 E HOFFMAN ST BALTIMORE | MD 21213-3241	0x00EC050000200C00000020	1	3241	21213	 East Hoffman Street 	1925
188905	2006 BOONE ST BALTIMORE | MD 21218-6134	0x00B20F0000201500000020	1	6134	21218	 Boone Street 	2006
188907	1701 BARCLAY ST BALTIMORE | MD 21202-2919	0x0050040000200100000020	1	2919	21202	 Barclay Street 	1701
188917	2521 WASHINGTON BLVD BALTIMORE | MD 21230-1406	0x00A11E0000430B00000020	1	1406	21230	 Washington Boulevard 	2521
188932	3-9 W NORTH AVE BALTIMORE | MD 21201	0x0084010000200B00000020	1	0	21201	 West North Avenue 	3-9
